id,url,image,name,time,serves,price,energy,fat,saturated_fat,sugar,salt
oriental-prawn-soup,https://www.asdagoodliving.co.uk/food/recipes/oriental-prawn-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1320/oriental-prawn-soup__square.jpg,Oriental prawn soup,35 mins,4,£2.15 per serving,328,14g,9.3g,4.9g,2.4
oriental-salmon-noodle-soup,https://www.asdagoodliving.co.uk/food/recipes/oriental-salmon-noodle-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/202/oriental-salmon-noodle-soup__square.jpg,Oriental salmon & noodle soup,30 mins,4,£2.92 per serving,417,20.7g,8.1g,8.7g,1746
oriental-spring-rolls,https://www.asdagoodliving.co.uk/food/recipes/oriental-spring-rolls,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1591/oriental-spring-rolls__square.jpg,Oriental spring rolls,50 mins,6,93p per serving,303,12g,3.4g,4.8g,1269
oriental-style-cold-noodle-salad,https://www.asdagoodliving.co.uk/food/recipes/oriental-style-cold-noodle-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1823/oriental-style-cold-noodle-salad__square.jpg,Oriental-style cold noodle salad,20 mins,4,£1.28 per serving,394,9.2g,2.2g,8.6g,1.62
oriental-style-salmon-with-carrot-salad,https://www.asdagoodliving.co.uk/food/recipes/oriental-style-salmon-with-carrot-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/455/oriental-style-salmon-with-carrot-salad__square.jpg,Oriental-style salmon with carrot salad,60 mins,4,£1.70 per serving,444,21.8g,4.5g,20.7g,1859
oriental-turkey-meatballs,https://www.asdagoodliving.co.uk/food/recipes/oriental-turkey-meatballs,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/521/oriental-turkey-meatballs__square.jpg,Oriental turkey meatballs,30 mins,4,£1.34 per serving,532,9.9g,1.5g,6g,2227
oven-cooked-creamy-mushroom-risotto,https://www.asdagoodliving.co.uk/food/recipes/oven-cooked-creamy-mushroom-risotto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1172/oven-cooked-creamy-mushroom-risotto__square.jpg,Oven-cooked creamy mushroom risotto,60 mins,4,82p per serving,392,17.2g,8.7g,3.1g,1641
oven-cooked-new-potatoes,https://www.asdagoodliving.co.uk/food/recipes/oven-cooked-new-potatoes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1771/oven-cooked-new-potatoes__square.jpg,Oven-cooked new potatoes,45 mins,4,21p per serving,208,11.0g,7.1g,2.1g,1.20
overnight-oats,https://www.asdagoodliving.co.uk/food/recipes/overnight-oats,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2247/overnightoats__square.jpg,Overnight oats,10 mins,2,70p per serving,407,19.5g,3.6g,7.2g,0.15
pad-thai,https://www.asdagoodliving.co.uk/food/recipes/pad-thai,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/704/pad-thai__square.jpg,Pad Thai,25 mins,4,£1.07 per serving,444,18g,3.57g,7.4g,1859
pad-thai-veg-ribbon-salad,https://www.asdagoodliving.co.uk/food/recipes/pad-thai-veg-ribbon-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2480/pad-thai-veg-ribbon-salad__square.jpg,Pad Thai veg ribbon salad,15 mins,4,£1.30 per serving,132,5.6g,1.1g,8.4g,0.65
pad-thai-with-vegetables,https://www.asdagoodliving.co.uk/food/recipes/pad-thai-with-vegetables,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4149/broccoli-and-mixed-pepper-pad-thai__square.jpg,Pad Thai with peppers and broccoli,20 mins,4,77p per serving,294,8.9g,1.2g,9.8g,0.28
paella,https://www.asdagoodliving.co.uk/food/recipes/paella,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1800/paella__square.jpg,Paella,55 mins,8,£3.25 per serving,452,13.2g,3.6g,4.6g,2.03
pan-fried-chorizo-chestnuts-mushrooms,https://www.asdagoodliving.co.uk/food/recipes/pan-fried-chorizo-chestnuts-mushrooms,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1990/Pan-fried-chorizo-chestnuts-mushrooms__square.jpg,"Pan-fried chorizo, chestnuts & mushrooms",20 mins,6,£1.20 per serving,164,8.6g,2.9g,6.7g,0.74
pan-fried-jerk-pork,https://www.asdagoodliving.co.uk/food/recipes/pan-fried-jerk-pork,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1999/pan-fried-jerk-pork__square.jpg,Pan-fried jerk pork,55 mins,6,£1.20 per serving,381,12.9g,2.6g,10.6g,1595
pan-fried-pork-with-apple-wedges,https://www.asdagoodliving.co.uk/food/recipes/pan-fried-pork-with-apple-wedges,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1890/pan-fried-pork-with-apple-wedges__square.jpg,Pan fried pork with apple wedges,70 mins,4,£1.85 per serving,371,15.1g,4.5g,14.6g,0.50
pan-fried-scallops-with-crumbled-haggis-bacon,https://www.asdagoodliving.co.uk/food/recipes/pan-fried-scallops-with-crumbled-haggis-bacon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1253/scallops-with-crumbled-haggis-bacon__square.jpg,Pan-fried scallops with crumbled haggis & bacon,30 mins,8,£1.38 per serving,175,8.3g,2.5g,0.4g,733
pan-fried-trout-fillets,https://www.asdagoodliving.co.uk/food/recipes/pan-fried-trout-fillets,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1696/pan-fried-trout-fillets__square.jpg,Pan-fried trout fillets,15 mins,4,£2.73 per serving,348,16.9g,5.8g,0.3g,0.26
panaforte,https://www.asdagoodliving.co.uk/food/recipes/panaforte,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/961/panaforte__square.jpg,Panaforte,120 mins,16,50p per serving,390,18g,3.1g,43g,1633
pancakes-cherry-sauce,https://www.asdagoodliving.co.uk/food/recipes/pancakes-cherry-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/771/pancakes-cherry-sauce__square.jpg,Pancakes & cherry sauce,50 mins,4,95p per serving,382,8.9g,3.6g,38g,1599
pancetta-wrapped-pork-with-chorizo-stuffing,https://www.asdagoodliving.co.uk/food/recipes/pancetta-wrapped-pork-with-chorizo-stuffing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1023/pancetta-wrapped-pork-with-chorizo-stuffing__square.jpg,Pancetta-wrapped pork with chorizo stuffing,45 mins,6,£1.15 per serving,237,12.6g,4.3g,2g,992
panforte-squares,https://www.asdagoodliving.co.uk/food/recipes/panforte-squares,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1073/panforte-squares__square.jpg,Panforte squares,80 mins,20,46p per serving,291,14g,2.6g,30.8g,1218
panini-with-taleggio-prosciutto,https://www.asdagoodliving.co.uk/food/recipes/panini-with-taleggio-prosciutto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1299/panini-with-taleggio-prosciutto__square.jpg,Panini with Taleggio & prosciutto,20 mins,4,£1.60 per serving,532,26.9g,12.7g,3.2g,2227
paprika-chicken,https://www.asdagoodliving.co.uk/food/recipes/paprika-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/607/paprika-chicken__square.jpg,Paprika chicken,40 mins,4,£1.44 per serving,391,16.5g,3.6g,12.7g,1637
paprika-pork,https://www.asdagoodliving.co.uk/food/recipes/paprika-pork,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/622/paprika-pork__square.jpg,Paprika pork,35 mins,4,£1.64 per serving,252,12.1g,3.1g,4.1g,1055
paprika-pulled-pork,https://www.asdagoodliving.co.uk/food/recipes/paprika-pulled-pork,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1847/paprika-pulled-pork__square.jpg,Paprika pulled pork,380 mins,6,£1.26 per serving,636,10.8g,3.9g,8.3g,2.03
parcels-of-cod-loin-with-tomato-red-pepper-sauce,https://www.asdagoodliving.co.uk/food/recipes/parcels-of-cod-loin-with-tomato-red-pepper-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1321/parcels-of-cod-loin-with-tomato-red-pepper-sauce__square.jpg,Parcels of cod loin with tomato & red pepper sauce,30 mins,4,£3.12 per serving,386,18.9g,9.5g,10.7g,1616
parma-ham-broccoli-parcels-with-a-tomato-red-pepper-sauce,https://www.asdagoodliving.co.uk/food/recipes/parma-ham-broccoli-parcels-with-a-tomato-red-pepper-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1139/parma-ham-broccoli-parcels-with-tomato-red--pepper-sauce__square.jpg,Parma ham & broccoli parcels with a tomato & red pepper sauce,90 mins,4,£2.09 per serving,198,10.6g,2.7g,7.8g,829
parmesan-crusted-haddock,https://www.asdagoodliving.co.uk/food/recipes/parmesan-crusted-haddock,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1564/parmesan-crusted-haddock__square.jpg,Parmesan crusted haddock,40 mins,4,£1.86 per serving,387,17g,8.8g,0.9g,1620
parmesan-fingers-with-sour-cream-dip,https://www.asdagoodliving.co.uk/food/recipes/parmesan-fingers-with-sour-cream-dip,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1649/parmesan-fingers-with-sour-cream-dip__square.jpg,Parmesan fingers with sour cream dip,10 mins,8,28p per serving,211,13.3g,3.8g,1.9g,883
parmesan-parsnip-puree,https://www.asdagoodliving.co.uk/food/recipes/parmesan-parsnip-puree,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1086/parmesan-parsnip-puree__square.jpg,Parmesan & parsnip purée,45 mins,6,40p per serving,783,11.3g,5.8g,8.5g,0.14
parnsip-carbonara,https://www.asdagoodliving.co.uk/food/recipes/parnsip-carbonara,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2260/carbonara__square.jpg,Parsnip Carbonara,30 mins,4,76p per serving,513,20.7g,8.2g,3.5g,1.09
parsley-crumbed-chicken,https://www.asdagoodliving.co.uk/food/recipes/parsley-crumbed-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1538/parsley-crumbed-chicken__square.jpg,Parsley crumbed chicken,110 mins,4,£1.82 per serving,282,10.8g,5.8g,2.2g,1181
parsley-sauce,https://www.asdagoodliving.co.uk/food/recipes/parsley-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1516/parsley-sauce__square.jpg,Parsley sauce,40 mins,4,38p per serving,213,14.7g,9.1g,6.3g,892
parsnip-and-parmesan-puree,https://www.asdagoodliving.co.uk/food/recipes/parsnip-and-parmesan-puree,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/540/imageRecipeParsnipParmesanPuree-2x__square.jpg,Parsnip and Parmesan purée,25 mins,8,21p per serving,119,7.1g,4.1g,4.1g,498
parsnip-pork-curry,https://www.asdagoodliving.co.uk/food/recipes/parsnip-pork-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1435/parsnip-pork-curry__square.jpg,Parsnip & pork curry,30 mins,4,£1.40 per serving,461,22.4g,6g,15.9g,1930
parsnip-potato-onion-hash-with-egg,https://www.asdagoodliving.co.uk/food/recipes/parsnip-potato-onion-hash-with-egg,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/893/parsnip-potato-onion-hash-egg__square.jpg,"Parsnip, potato & onion hash with egg",60 mins,4,59p per serving,300,14.3g,2.9g,9.2g,1256
parsnip-yogurt,https://www.asdagoodliving.co.uk/food/recipes/parsnip-yogurt,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2196/savoury_yoghurt__square.jpg,Parsnip Yogurt,30 mins,4,54p per serving,300,19.1g,5.4g,13.3g,0.21
passion-fruit-and-mango-jelly,https://www.asdagoodliving.co.uk/food/recipes/passion-fruit-and-mango-jelly,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4433/passion-fruit-and-mango-jelly__square.jpg,No-added sugar passion fruit and mango jelly,30 mins,4,£1.21 per serving,149,1.0g,0.5g,26.6g,0.10
passion-fruit-lemon-baked-cheese-cake,https://www.asdagoodliving.co.uk/food/recipes/passion-fruit-lemon-baked-cheese-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1245/passion-fruit-lemon-baked-cheese-cake__square.jpg,Passion fruit & lemon baked cheese cake,70 mins,12,42p per serving,188,12.6g,4.7g,3.4g,787
pasta-pesto-salad,https://www.asdagoodliving.co.uk/food/recipes/pasta-pesto-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1557/pasta-pesto-salad__square.jpg,Pasta & pesto salad,25 mins,4,65p per serving,462,19g,2.1g,3.5g,1934
pasta-primavera,https://www.asdagoodliving.co.uk/food/recipes/pasta-primavera,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2382/pasta-primavera__square.jpg,Pasta Primavera,25 mins,4,£1.25 per serving,582,17.9g,7.6g,9.0g,0.45
pasta-salad-with-tuna,https://www.asdagoodliving.co.uk/food/recipes/pasta-salad-with-tuna,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1594/pasta-salad-with-tuna__square.jpg,Pasta salad with tuna,25 mins,4,£1.30 per serving,410,14.3g,2.3g,3.3g,1717
pasta-tuna-salad,https://www.asdagoodliving.co.uk/food/recipes/pasta-tuna-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1313/pasta-tuna-salad__square.jpg,Pasta & tuna salad,30 mins,4,£1.00 per serving,526,16g,2.5g,7.5g,2202
pasta-with-beetroot-greek-salad-cheese,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-beetroot-greek-salad-cheese,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4158/pasta_with_beetroot__square.jpg,Pasta with beetroot & Greek salad cheese,25 mins,4,78p per serving,352,3.7g,2.0g,7.7g,0.66
pasta-with-broad-beans-cheese,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-broad-beans-cheese,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1563/pasta-with-broad-beans-cheese__square.jpg,Pasta with broad beans & cheese,25 mins,4,70p per serving,577,26g,11g,5.5g,2416
pasta-with-broccoli,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-broccoli,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/829/pasta-broccoli__square.jpg,Pasta with broccoli,25 mins,4,80p per serving,532,23g,5.8g,2.5g,0.48
pasta-with-leeks-chorizo-beans,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-leeks-chorizo-beans,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1152/pasta-with-leek-chorizo-beans__square.jpg,"Pasta with leeks, chorizo & beans",25 mins,4,95p per serving,560,22g,6.9g,4.7g,2345
pasta-with-roasted-butternut-squash,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-roasted-butternut-squash,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1448/pasta-with-roasted-butternut-squash__square.jpg,Pasta with roasted butternut squash,45 mins,4,96p per serving,565,18.6g,7.5g,10.4g,2366
pasta-with-smoked-salmon,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-smoked-salmon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1370/pasta-with-smoked-salmon__square.jpg,Pasta with smoked salmon,25 mins,4,£2.41 per serving,612,18.6g,7.9g,4.2g,2562
pasta-with-spicy-pepper-sauce,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-spicy-pepper-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1508/pasta-wth-spicy-pepper-sauce__square.jpg,Pasta with spicy pepper sauce,45 mins,4,£1.25 per serving,362,8.3g,1.2g,11g,1516
pasta-with-spring-vegetables,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-spring-vegetables,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/220/pasta-with-spring-vegetables__square.jpg,Pasta with spring vegetables,30 mins,4,68p per serving,604,22.1g,7g,5.4g,2529
pasta-with-tomato-seafood-sauce,https://www.asdagoodliving.co.uk/food/recipes/pasta-with-tomato-seafood-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1330/pasta-with-tomato-seafood-sauce__square.jpg,Pasta with tomato seafood sauce,40 mins,4,£1.86 per serving,488,16.5g,2.6g,7.1g,2043
patatas-bravas,https://www.asdagoodliving.co.uk/food/recipes/patatas-bravas,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/742/patatas-bravas__square.jpg,Patatas bravas,45 mins,6,29p per serving,135,5.9g,0.8g,3.9g,565
pavlova,https://www.asdagoodliving.co.uk/food/recipes/pavlova,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/696/pavlova__square.jpg,Pavlova,120 mins,6,75p per serving,427,24g,15g,47g,0.19
pea-and-chorizo-soup,https://www.asdagoodliving.co.uk/food/recipes/pea-and-chorizo-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2078/peasoup__square.jpg,Pea and chorizo soup,10 mins,2,£1.38 per serving,346,16.0g,5.8g,5.8g,2.66
pea-and-ham-cream-cheese-risotto,https://www.asdagoodliving.co.uk/food/recipes/pea-and-ham-cream-cheese-risotto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4554/pea-and-ham-risotto__square.jpg,Pea and ham cream cheese risotto,30 mins,4,£1.53 per serving,551,12.4g,5.2g,5.2g,2.85
pea-and-sweetcorn-mini-filo-tarts,https://www.asdagoodliving.co.uk/food/recipes/pea-and-sweetcorn-mini-filo-tarts,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4428/pea-and-sweetcorn-filo-tarts__square.jpg,Pea and sweetcorn mini filo tarts,40 mins,6,30p per serving,231,9.7g,4.5g,2.3g,0.61
pea-asparagus-risotto,https://www.asdagoodliving.co.uk/food/recipes/pea-asparagus-risotto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/203/imageRecipePeaAsparagusRisotto-2x__square.jpg,Pea & asparagus risotto,40 mins,4,£1.84 per serving,542,14.7g,7g,5.4g,2269
pea-croquettes-with-beetroot-salad,https://www.asdagoodliving.co.uk/food/recipes/pea-croquettes-with-beetroot-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2258/croquettes__square.jpg,Pea croquettes with beetroot Salad,45 mins,4,£1.11 per serving,447,18.9g,5.0g,12.7g,0.89
pea-fritters,https://www.asdagoodliving.co.uk/food/recipes/pea-fritters,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/216/pea-fritters__square.jpg,Pea fritters,40 mins,16 fritters,12p per serving,93,4.2g,1.2g,1.4g,389
pea-fritters-with-poached-egg,https://www.asdagoodliving.co.uk/food/recipes/pea-fritters-with-poached-egg,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2079/pea_fritters__square.jpg,Pea fritters with poached egg,25 mins,4,26p per serving,436,26.6g,9.7g,6.1g,0.73
pea-ham-soup,https://www.asdagoodliving.co.uk/food/recipes/pea-ham-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/812/pea-ham-soup__square.jpg,Pea & ham soup,15 mins,4,£1.15 per serving,262,11.1g,2.5g,5.3g,1097
pea-mint-chilled-soup,https://www.asdagoodliving.co.uk/food/recipes/pea-mint-chilled-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1532/pea-mint-chilled-soup__square.jpg,Pea & mint chilled soup,260 mins,6,31p per serving,167,10.7g,5.8g,3g,699
pea-mint-soup,https://www.asdagoodliving.co.uk/food/recipes/pea-mint-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/204/imageRecipePeaMintSoup-2x__square.jpg,Pea & mint soup,40 mins,4,47p per serving,282,16.8g,8.8g,5.4g,1181
pea-quinoa-risotto-with-ham,https://www.asdagoodliving.co.uk/food/recipes/pea-quinoa-risotto-with-ham,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2498/quinoa-risotto__square.jpg,Pea quinoa risotto with ham,35 mins,4,£1.25 per serving,410,14.6g,4.3g,1.08g,1.08
pea-soup,https://www.asdagoodliving.co.uk/food/recipes/pea-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1470/pea-soup__square.jpg,Pea soup,30 mins,2,55p per serving,365,14g,6.9g,9.4g,1528
peach-and-prosciutto-pizza-bianco,https://www.asdagoodliving.co.uk/food/recipes/peach-and-prosciutto-pizza-bianco,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4347/pizza__square.jpg,Peach and prosciutto pizza bianco,35 mins,4,98p per serving,374,6.5g,2.9g,7.1g,0.98
peach-basil-frangipane-tart,https://www.asdagoodliving.co.uk/food/recipes/peach-basil-frangipane-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1871/peach-basil-frangipane-tart__square.jpg,Peach & basil frangipane tart,49 mins,12,79p per serving,431,28.3g,11.7g,18.9g,0.24
peach-curd,https://www.asdagoodliving.co.uk/food/recipes/peach-curd,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4376/peach-curd__square.jpg,Peach curd,45 mins,70 tbsp,6p per serving,41,2.3g,1.2g,4.6g,0.01
peach-green-veggie-salad,https://www.asdagoodliving.co.uk/food/recipes/peach-green-veggie-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4364/peach_and_green_veggie_salad__square.jpg,Peach green veggie salad,25 mins,4,£1.41 per serving,242,14.2g,5.3g,7.9g,1.32
peach-lemon-trifle,https://www.asdagoodliving.co.uk/food/recipes/peach-lemon-trifle,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1331/peach-lemon-trifle__square.jpg,Peach & lemon trifle,150 mins,6,£1.98 per serving,574,43g,27g,27g,2403
peach-melba-semifreddo,https://www.asdagoodliving.co.uk/food/recipes/peach-melba-semifreddo,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1833/peach-melba-semifreddo__square.jpg,Peach Melba semifreddo,300 mins,8,47p per serving,291,8.2g,3.4 g,43.5g,0.28
peach-passion-fruit-creme-fraiche-smash-toast,https://www.asdagoodliving.co.uk/food/recipes/peach-passion-fruit-creme-fraiche-smash-toast,"https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4381/peach,-passion-fruit--creYme-fraiYche-with-mango-coulis-smash_toast__square.jpg","Peach, passion fruit & crème fraîche smash toast",20 mins,2,86p per serving,154,4.3g,2.4g,11.3g,0.20
peach-portobello-avocado-club,https://www.asdagoodliving.co.uk/food/recipes/peach-portobello-avocado-club,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2489/avocado-peach-club-sandwich__square.jpg,"Peach, portobello and avocado club",20 mins,2,£1.96 per serving,469,19.1g,3.2g,8.8g,1.41
peach-raspberry-mascarpone-sundae,https://www.asdagoodliving.co.uk/food/recipes/peach-raspberry-mascarpone-sundae,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1590/peach-raspberry-mascarpone-sundae__square.jpg,"Peach, raspberry & mascarpone sundae",10 mins,4,£1.56 per serving,396,32g,21g,18g,1658
peach-ricotta-and-almond-tart,https://www.asdagoodliving.co.uk/food/recipes/peach-ricotta-and-almond-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4219/peach-ricotta-and-almond-tart__square.jpg,"Peach, ricotta and almond tart",80 mins,13,40p per serving,147,9.0g,3.5g,4.7g,0.17
peaches-or-nectarines-in-raspberry-orange-sauce,https://www.asdagoodliving.co.uk/food/recipes/peaches-or-nectarines-in-raspberry-orange-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/271/peaches-or-nectarines-in-raspberry-orange-sauce__square.jpg,Peaches or nectarines in raspberry & orange sauce,40 mins,6,71p per serving,150,0.3g,0.1g,30.6g,628
peanut-butter-cookie-ice-cream-sandwiches,https://www.asdagoodliving.co.uk/food/recipes/peanut-butter-cookie-ice-cream-sandwiches,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1927/peanut-butter-cookie-ice-cream-sandwiches__square.jpg,Peanut butter cookie ice cream sandwiches,30 mins,20,14p per serving,149,9.7g,2.4g,10.1g,0.22
