,Ingredient,numTimes
6700,<strong>ramp,1
6701,dijon-chive,1
6702,ximinez,1
6703,linda,1
6704,"class=""caption"">metal",1
6705,money,1
6706,can!,1
6707,belachan,1
6708,ragged,1
6709,competition-style,1
6710,<strong>poundcake,1
6711,twinings,1
6712,quesillo,1
6713,from</em>,1
6714,aztec,1
6715,prepping,1
6716,better--you,1
6717,bells,1
6718,following:,1
6719,xx;,1
6720,neisson,1
6721,flush,1
6722,succotash:</strong>,1
6723,pairs,1
6724,quarter-sized,1
6725,muscles,1
6726,wand,1
6727,roll</strong>:,1
6728,hon-dashi,1
6729,stir-frying:</strong>,1
6730,dredging:,1
6731,aleyna,1
6732,korean-cut,1
6733,piquin,1
6734,chayotes,1
6735,crusting,1
6736,stroganoff,1
6737,korbel,1
6738,<strong>broth</strong>,1
6739,byrrh,1
6740,log</a>,1
6741,deluxe,1
6742,upright,1
6743,gin</strong>,1
6744,fangs,1
6745,mad,1
6746,pansies,1
6747,plan,1
6748,wassail:</strong>,1
6749,swizzle,1
6750,jewelry,1
6751,patties</strong>:,1
6752,[neufchâtel],1
6753,whole</li>,1
6754,pompano,1
6755,nuts:,1
6756,material,1
6757,dino,1
6758,further:</strong>,1
6759,chioggia,1
6760,"class=""caption"">wrapping",1
6761,seven-minute,1
6762,carries,1
6763,xantham,1
6764,raa,1
6765,welfare,1
6766,flatter,1
6767,manni,1
6768,martini</strong>:,1
6769,scalions,1
6770,borges,1
6771,kashi,1
6772,copious,1
6773,beii,1
6774,kissed,1
6775,pomodoro</em>,1
6776,rum*,1
6777,red/pink,1
6778,"""good",1
6779,rigati,1
6780,ring,1
6781,hand-torn,1
6782,"href=""http://enwikipediaorg/wiki/fish_sauce"">fish",1
6783,barley</strong>,1
6784,marbling,1
6785,firecracker,1
6786,tenderloin</li>,1
6787,kent,1
6788,medium-dark,1
6789,quarter-side,1
6790,bits*,1
6791,mugi,1
6792,"""leaves""",1
6793,garni</em>,1
6794,yuk</em>,1
6795,bluepoint,1
6796,stew</small>,1
6797,mussels:</strong>,1
6798,"href=""#piedough"">see",1
6799,empanada,1
6800,heard,1
6801,ans,1
6802,terrys,1
6803,spices</a>,1
6804,lightlybeaten,1
6805,nonparielle,1
6806,donut,1
6807,case-ready,1
6808,this;,1
6809,papas,1
6810,<strong>coating:</strong>,1
6811,"href=""http://wwwpomonapectincom/"">pomonas",1
6812,better&mdash;you,1
6813,handcrafted,1
6814,segmenting,1
6815,cigarette,1
6816,brussel,1
6817,<strong>steeping,1
6818,<strong>chile-lime,1
6819,portabella,1
6820,puree</em>,1
6821,florets</a>,1
6822,<strong>lavender,1
6823,grapes</strong>:,1
6824,castelvetranois,1
6825,poulet,1
6826,"""graves""",1
6827,gaguette,1
6828,beheaded,1
6829,truffle-infused,1
6830,brassicas,1
6831,dial,1
6832,nandos,1
6833,lobster</p>,1
6834,person!,1
6835,creole-style,1
6836,mix-in/topping:,1
6837,compliment,1
6838,hank,1
6839,breaded,1
6840,<strong>tostada</strong>,1
6841,italian-seasoned,1
6842,"href=""#almondcream"">almond",1
6843,citrus-candied,1
6844,licor,1
6845,braising:,1
6846,tablsepoon,1
6847,soups,1
6848,frames,1
6849,<strong>molasses,1
6850,pomano,1
6851,curried,1
6852,half-centimeter,1
6853,bacon</strong>:,1
6854,évora,1
6855,grated&nbsp;,1
6856,equis,1
6857,poundage,1
6858,leblon,1
6859,lard</a>,1
6860,manjar,1
6861,artisan,1
6862,tarts,1
6863,mandonline,1
6864,moutabel:</strong>,1
6865,non-latex,1
6866,<em>suji</em>,1
6867,buckeyes</b>,1
6868,mayo</strong>:,1
6869,nigiri,1
6870,farm</a>,1
6871,<strong>kibbeh:</strong>,1
6872,three-,1
6873,stok,1
6874,singha,1
6875,<strong>rosemary-garlic,1
6876,chantilly</strong>,1
6877,talks,1
6878,one-half,1
6879,cakecraft,1
6880,syrup</b>,1
6881,kaiser-style,1
6882,"bagel""",1
6883,pizza</strong>:,1
6884,purchase,1
6885,milkbut,1
6886,instructed,1
6887,<strong>garam,1
6888,alpen,1
6889,air-chilling,1
6890,<strong>accoutrements</strong>,1
6891,limeade:</strong>,1
6892,spirnkling,1
6893,"href=""#broth"">recipe",1
6894,hand-pulled-style,1
6895,"href=""http://wwwsazeraccom/bittershtml"">peychaud’s",1
6896,antebellum,1
6897,peel-on,1
6898,sweet-hot,1
6899,braisable,1
6900,lacté,1
6901,leavesor,1
6902,mother,1
6903,<strong>rosemary,1
6904,coarse-chopped,1
6905,<strong>jam</strong>,1
6906,stout</a>,1
6907,sprinkling</li>,1
6908,poppadum’s,1
6909,adamant,1
6910,canister,1
6911,<strong>salsa,1
6912,yutaka,1
6913,bolognese:</strong>,1
6914,<strong>grits</strong>,1
6915,batter:,1
6916,kir,1
6917,<strong>dumplings:</strong>,1
6918,punch</strong>,1
6919,them&mdash;they,1
6920,horseradish</a>,1
6921,negroni</strong>,1
6922,<strong>stuffed,1
6923,"href=""#hazelnutpesto"">recipe",1
6924,syrups,1
6925,<strong>japanese,1
6926,gizzards</strong>,1
6927,stayman,1
6928,*see,1
6929,onions</li><li>diced,1
6930,</strong>if,1
6931,lightening:,1
6932,<strong>barbecue,1
6933,<strong>peppers</strong>,1
6934,zeppelin,1
6935,smith&mdash;peeled,1
6936,chubby,1
6937,pith</a>,1
6938,<strong>chimichurri</strong>,1
6939,course-grain,1
6940,knife</a>,1
6941,less/more,1
6942,seitenbacher,1
6943,maraska,1
6944,joong,1
6945,bourbon-caramel:</strong>,1
6946,aisle,1
6947,<strong>couscous:</strong>,1
6948,orange-honey,1
6949,piip,1
6950,<strong>couscous</strong>,1
6951,oysters:</strong>,1
6952,anytime,1
6953,krapao,1
6954,beecher’s,1
6955,tarragon-infused,1
6956,timmed,1
6957,wonder,1
6958,pasillas</em>,1
6959,alpine:,1
6960,blogs,1
6961,<strong>finishes</strong>,1
6962,bancroft,1
6963,<strong>perfect,1
6964,hedgehog,1
6965,<strong>tomatoes:</strong>,1
6966,frolla</strong>,1
6967,better!,1
6968,grits</strong>,1
6969,puree</a>,1
6970,japon&eacute;s</a>,1
6971,stickes,1
6972,blend</em>,1
6973,sacrilegious,1
6974,<strong>pecan–potato,1
6975,peeler</li>,1
6976,ice-cream,1
6977,vineger,1
6978,verte</strong>,1
6979,fiore,1
6980,small-dice,1
6981,steak</a>,1
6982,points,1
6983,calimyrna,1
6984,panch,1
6985,chipotles],1
6986,japan,1
6987,profiteroles,1
6988,petite-diced,1
6989,intensity,1
6990,"""de",1
6991,<strong>suggestions,1
6992,honey],1
6993,taiwanese,1
6994,cavalo,1
6995,pit-in,1
6996,tabelspoon,1
6997,apéritif,1
6998,<strong>napoletana,1
6999,lavion,1
7000,<strong>goats,1
7001,caramel</strong>:,1
7002,layers</strong>:,1
7003,ickled,1
7004,<strong>berbere,1
7005,barbacoa</strong>,1
7006,lambusco,1
7007,gazpacho:</strong>,1
7008,pasture-raised,1
7009,belvoir,1
7010,terrine</strong>,1
7011,stacks:</strong>,1
7012,jalape&ntilde;os,1
7013,marquesote,1
7014,bison:</strong>,1
7015,coconut</a>,1
7016,enameled,1
7017,coarse-textured,1
7018,"""ghee""",1
7019,philly-style,1
7020,doughnuts</em>,1
7021,<strong>rosewater,1
7022,thickest,1
7023,toppings</em>,1
7024,chinook,1
7025,use;,1
7026,premium-quality,1
7027,previous,1
7028,mashed*,1
7029,"""whale""",1
7030,bugey,1
7031,butter-fla,1
7032,decorative,1
7033,items:,1
7034,"one""",1
7035,pareil,1
7036,</strong>mix,1
7037,pieces:,1
7038,knockwurst,1
7039,slivovitz,1
7040,<em>fennel,1
7041,jus</strong>,1
7042,panelle,1
7043,activated,1
7044,<em>cinnamon-sugar,1
7045,cotta,1
7046,brine</em>,1
7047,pens</a>,1
7048,crinkle,1
7049,cheaty,1
7050,escargot:</strong>,1
7051,<strong>wafers</strong>,1
7052,narrow,1
7053,köfte</strong>,1
7054,"""suicide""</strong>",1
7055,flipping,1
7056,"href=""http://wwwfoodnetworkcom/recipes/giada-de-laurentiis/hibiscus-tea-with-vodka-and-citrus-recipe/indexhtml"">this",1
7057,sald,1
7058,fentimans,1
7059,“gel,1
7060,boilings,1
7061,biscuits</a>,1
7062,peach;,1
7063,rangoon</strong>,1
7064,sorted,1
7065,slaw:</small>,1
7066,above&mdash;washed,1
7067,recommendation,1
7068,doll,1
7069,parmigano-reggiano,1
7070,</li><li>three,1
7071,biga,1
7072,hom,1
7073,liqueur;,1
7074,liquer,1
7075,shallots;,1
7076,cabbage:,1
7077,sawdust:</strong>,1
7078,"href=""#lemoncurd"">recipe",1
7079,milt,1
7080,virtually,1
7081,chicken/ham,1
7082,<strong>mustard,1
7083,alabama,1
7084,samoas,1
7085,previously,1
7086,sixteenths,1
7087,grandad,1
7088,alcaparrado,1
7089,kerisik,1
7090,lipton,1
7091,turkey/sausage:</strong>,1
7092,sirloin-end,1
7093,jump-starting,1
7094,post,1
7095,fruitella,1
7096,severe,1
7097,ugandan,1
7098,"href=""http://enwikipediaorg/wiki/garland_chrysanthemum"">shungiku</a>",1
7099,availability;,1
7100,ribs;,1
7101,source,1
7102,hulls,1
7103,sense,1
7104,match,1
7105,store-bought;,1
7106,takes,1
7107,chocolate-hazelnut,1
7108,perserves,1
7109,norfolk,1
7110,soluble,1
7111,readers,1
7112,rind</strong>,1
7113,zero,1
7114,michele,1
7115,black-eye,1
7116,vertical,1
7117,sazerac,1
7118,<em>you,1
7119,twisted,1
7120,handroll,1
7121,popped;,1
7122,shown,1
7123,rosemary-glazed,1
7124,softlywhipped,1
7125,full-fate,1
7126,blandys,1
7127,niku,1
7128,kingfisher,1
7129,</strong>melt,1
7130,bred,1
7131,taste:,1
7132,cod:</strong>,1
7133,polenta</a>,1
7134,shrub</strong>,1
7135,aonori,1
7136,s/p,1
7137,borscht:</strong>,1
7138,genius,1
7139,ratatouille</strong>,1
7140,abe,1
7141,gingery,1
7142,sirlion,1
7143,kebabs,1
7144,ragu:,1
7145,sockeye,1
7146,together</li></ul>,1
7147,patties</strong>,1
7148,everest,1
7149,deglazing,1
7150,draught,1
7151,celeriac;,1
7152,<strong>blood,1
7153,<em>or</em>,1
7154,tare:</strong>,1
7155,youfat,1
7156,asada</a>,1
7157,steps</a>,1
7158,isnt,1
7159,above</strong>:,1
7160,salt-and-vinegar,1
7161,pears;,1
7162,coffee],1
7163,sauces</strong>,1
7164,dukka</strong>,1
7165,cook-in-the-bag,1
7166,biriyani,1
7167,doenjang,1
7168,groundcinnamon,1
7169,fiddlehead,1
7170,usilli,1
7171,boysenberries,1
7172,spots,1
7173,brillat-savarin,1
7174,spiciness,1
7175,inche,1
7176,fore,1
7177,shiitake-soy,1
7178,off</a>,1
7179,acquire,1
7180,dublin,1
7181,cabbageshredded,1
7182,ways,1
7183,<strong>koshary</strong>,1
7184,giardiniera</a>,1
7185,darkly,1
7186,quoc,1
7187,fries</a>,1
7188,perhaps,1
7189,soft-cooked,1
7190,frantoia,1
7191,sliced/shredded,1
7192,fedex,1
7193,celyon,1
7194,<strong>tapioca</strong>,1
7195,cognac:,1
7196,alaria,1
7197,lenghts,1
7198,<strong>muffins</strong>,1
7199,leafed,1
7200,cabinet</strong>:,1
7201,ninkasi,1
7202,flash,1
7203,enrobing,1
7204,liemon,1
7205,ot,1
7206,vine-on,1
7207,mik,1
7208,pernil:</strong>,1
7209,umbrian,1
7210,<strong>blue,1
7211,slight,1
7212,stroopwafel,1
7213,<em>mool,1
7214,tablesopons,1
7215,tomatillas,1
7216,strawberries</a>,1
7217,chilis:</strong>,1
7218,tikka</strong>,1
7219,grater</li>,1
7220,tamales</em>,1
7221,ligurian,1
7222,"target=""_blank"">no",1
7223,number-two-size;,1
7224,tteok</em>,1
7225,advise,1
7226,keyboard</a></small>,1
7227,pungent,1
7228,gueuze,1
7229,<em>wakame</em>,1
7230,chiffon,1
7231,place:</strong>,1
7232,strong-flavored,1
7233,bread</strong>,1
7234,chile–sweet,1
7235,poweder,1
7236,viola,1
7237,paste*,1
7238,fool,1
7239,pepper</li><li>olive,1
7240,poblanos</strong>,1
7241,sirloin&mdash;whatever,1
7242,hull-less,1
7243,sizzlin’,1
7244,plush,1
7245,"href=""#grilledchicken"">recipe",1
7246,masterpiece,1
7247,starter</strong>,1
7248,"href=""#roastseasoning"">perfect",1
7249,note;,1
7250,chitarra,1
7251,polygonum,1
7252,<strong>gula,1
7253,snakes,1
7254,contour,1
7255,<strong>crubeens:</strong>,1
7256,cornchips,1
7257,polished,1
7258,loaf;,1
7259,white:,1
7260,method</a>,1
7261,whoop</strong>,1
7262,västerbotten,1
7263,"href=""#herbesdeprovence"">herbes",1
7264,braise</strong>,1
7265,amba,1
7266,orange–sesame,1
7267,can&mdash;expect,1
7268,toasted*,1
7269,tablespon,1
7270,"href=""#pastry"">see",1
7271,myers,1
7272,item,1
7273,counterfeit,1
7274,marinating</strong>:,1
7275,meant,1
7276,tortila,1
7277,"“gravy"":</strong>",1
7278,chunks</a>,1
7279,nibble-sized,1
7280,flutes,1
7281,half-hour,1
7282,bible,1
7283,jewish-style,1
7284,demi-sec,1
7285,biga</strong>,1
7286,emulsion,1
7287,greens</strong>,1
7288,fish-shaped,1
7289,prewashed,1
7290,<em>red,1
7291,tuong,1
7292,dunns,1
7293,sugarflair,1
7294,freesunflower,1
7295,dill;,1
7296,crespo,1
7297,ties,1
7298,lime-flavored,1
7299,****see,1
7300,<strong>base,1
7301,ram</a>,1
7302,molasses</a>,1
7303,butter:,1
7304,sprigs;,1
7305,white</a>,1
7306,one</strong>,1
7307,remoulade</strong>,1
7308,keep</a>,1
7309,together;,1
7310,kennebec,1
7311,sorrento,1
7312,islay-style,1
7313,<em>chaya</em>,1
7314,lil,1
7315,lawar:</strong>,1
7316,craft,1
7317,vinegary,1
7318,mate,1
7319,<strong>gremolata</strong>,1
7320,imperial,1
7321,farm-raised,1
7322,finly,1
7323,processing,1
7324,broth:,1
7325,parfait,1
7326,sansho,1
7327,pasta</strong>:,1
7328,powder&nbsp;,1
7329,boiling-hot,1
7330,"href=""http://enwikipediaorg/wiki/shimeji"">shimeji</a>",1
7331,piccalilli,1
7332,granita</a>,1
7333,teaspoon_,1
7334,kraduuk,1
7335,noodles:,1
7336,<em>jinhua</em>,1
7337,"href=""http://wwwdreamsofdashicom/shokupan/"">shokupan</a></em>",1
7338,mkt,1
7339,spiral-cut,1
7340,<em>harissa</em>,1
7341,erewhon,1
7342,apples;,1
7343,cafe,1
7344,glakes,1
7345,fritters</strong>:,1
7346,sassolino,1
7347,rosenborg,1
7348,bonus,1
7349,shop,1
7350,roulé,1
7351,</strong>white,1
7352,sapporo,1
7353,aerated,1
7354,honey-mustard,1
7355,<strong>gravy:</strong>,1
7356,bittahs,1
7357,marbling:</strong>,1
7358,ladyfinger,1
7359,cham:</strong>,1
7360,**,1
7361,maker,1
7362,</em>everyday,1
7363,rice;,1
7364,<bold>or</bold>,1
7365,mojo:</strong>,1
7366,ice:</strong>,1
7367,"href=http://wwwpomionlineit/"">pomì</a>",1
7368,capture,1
7369,halkidiki,1
7370,<em>gochugaru</strong>,1
7371,poolish:</strong>,1
7372,grindings,1
7373,extras,1
7374,brickle,1
7375,djola,1
7376,large-leaf,1
7377,test,1
7378,ssam,1
7379,ale—go,1
7380,peri-peri,1
7381,peanut-free,1
7382,shanghai-style,1
7383,tzaziki,1
7384,semifreddo</strong>:,1
7385,cuvee,1
7386,teasoons,1
7387,marinado,1
7388,ek?isi</a></em>,1
7389,<strong>note:</strong>to,1
7390,moromi,1
7391,millimeters,1
7392,recommend:,1
7393,prickly,1
7394,buttercream</em>,1
7395,rudolph,1
7396,vindaloo,1
7397,olive-oil-packed,1
7398,rosemary-basil,1
7399,blue-cheese,1
7400,schönauer,1
7401,congee:</strong>,1
7402,vingar,1
7403,link;,1
7404,mexico</a>,1
7405,steaks:</strong>,1
7406,root;,1
7407,<em>negi</em>,1
7408,capful,1
7409,<strong>crostini</strong>,1
7410,unsoaked,1
7411,depth;,1
7412,section</small>,1
7413,daeng,1
7414,saute,1
7415,charles,1
7416,tacos</strong>,1
7417,fettuccini,1
7418,brisling,1
7419,icing</b>,1
7420,<em>maida</em>,1
7421,emptied,1
7422,pancakes</b>,1
7423,dutched,1
7424,adapted,1
7425,apple-sized,1
7426,extra-mature,1
7427,niagra,1
7428,chile-lime,1
7429,apple-cider,1
7430,scrappy’s,1
7431,different-flavored,1
7432,mound,1
7433,marker,1
7434,dabs,1
7435,glass:</strong>,1
7436,"href=""#applecitybarbecuesauce"">apple",1
7437,"href=""http://wwwmelissascom/products/products/dried-japones-chilesaspx"">chiles",1
7438,day:,1
7439,it&mdash;i,1
7440,peas:,1
7441,cabbages,1
7442,ladleful,1
7443,noses,1
7444,"href=""#gremolata"">recipe",1
7445,colombian-style,1
7446,earth,1
7447,tabasco-brand,1
7448,swanson,1
7449,recommende,1
7450,mooli,1
7451,<em>guascas</em>,1
7452,labelled,1
7453,rought-cut,1
7454,<strong>custard</strong>,1
7455,<strong>julienned,1
7456,bruise,1
7457,microbrew,1
7458,<em>epazote</em>,1
7459,nineteen-ounce,1
7460,mutton,1
7461,banyuls,1
7462,pestle</a>,1
7463,paint,1
7464,asparagus:</strong>,1
7465,sprinkling:,1
7466,float,1
7467,curled,1
7468,measure!,1
7469,stoneware,1
7470,agrumato,1
7471,broader,1
7472,romagna,1
7473,osmanthus,1
7474,yeast*,1
7475,coopers,1
7476,nectarines:</strong>,1
7477,jingle,1
7478,"href=""http://wwwoldbaycom/"">old",1
7479,"href=""http://wwwwoodchuckcom/our-cider/cider-styles/"">woodchuck",1
7480,craquelin:</strong>,1
7481,subtituted,1
7482,silvaner,1
7483,<strong>no-cook,1
7484,bread:,1
7485,jus-roll,1
7486,tobake,1
7487,wedged,1
7488,italfresco,1
7489,rudy,1
7490,</strong>flour,1
7491,liquids</strong>,1
7492,flakes</strong>,1
7493,mind,1
7494,major,1
7495,cranberry-kumquat,1
7496,stoneground,1
7497,pampero,1
7498,butterfingers,1
7499,caraibe,1
7500,restaurant-style,1
7501,<em>kasuri,1
7502,mochiko,1
7503,<p><strong>dressing</strong><br,1
7504,biala,1
7505,cups</strong>:,1
7506,sartori,1
7507,chung:,1
7508,stove,1
7509,field-grown,1
7510,queso:</strong>,1
7511,<em>kurozu</em>,1
7512,it],1
7513,dough</em></strong>,1
7514,dubliner,1
7515,coconut-buttermilk,1
7516,schmear</strong>,1
7517,finelly,1
7518,quiche,1
7519,<em>gai,1
7520,pepper[,1
7521,atsuete,1
7522,"""a",1
7523,half-,1
7524,red</a>,1
7525,beignets:,1
7526,dry</a>,1
7527,ale**,1
7528,fraîche:,1
7529,bulgogi:,1
7530,peaches;,1
7531,"href=""#shortbread"">recipe",1
7532,chile:</strong>,1
7533,chocolatechopped,1
7534,azera,1
7535,calamata,1
7536,<strong>anchovy,1
7537,messy,1
7538,margherita,1
7539,trim,1
7540,mcdonalds,1
7541,dice<br,1
7542,har,1
7543,dulcey</a>,1
7544,bulgogi:</small>,1
7545,"href=""#dressing"">recipe",1
7546,all-wheat,1
7547,tingas,1
7548,presumably,1
7549,masala:</strong>,1
7550,pasta</li>,1
7551,card,1
7552,egyptian,1
7553,napoletana,1
7554,vago,1
7555,degroffs,1
7556,peel*,1
7557,aalt,1
7558,tablebspoons,1
7559,tobiko,1
7560,combo,1
7561,tightly-packed,1
7562,<strong>farrotto</strong>,1
7563,<strong>macaroni,1
7564,frier,1
7565,bagel</a>,1
7566,awesome,1
7567,boil-in-a-bag,1
7568,hillshire,1
7569,finishing:</strong>,1
7570,oil/,1
7571,unthawed,1
7572,lowest-protein,1
7573,mousse</strong>:,1
7574,sol,1
7575,smoked--your,1
7576,manilla,1
7577,ready-to-cook,1
7578,alkaline,1
7579,campo,1
7580,fast-rise,1
7581,dos,1
7582,worcerstershire,1
7583,tablespoons</li>,1
7584,channel,1
7585,thunder,1
7586,"gin""",1
7587,rosé;,1
7588,adobo:</strong>,1
7589,popovers:</strong>,1
7590,breadcrumbs*,1
7591,calf,1
7592,dominos,1
7593,fungus,1
7594,<em>posypka<em></strong>,1
7595,"href=""http://enwikipediaorg/wiki/yuzu"">yuzu</a>",1
7596,genepy,1
7597,galia,1
7598,bits:</strong>,1
7599,that--and,1
7600,verbena</a></strong>,1
7601,"""number",1
7602,javanese,1
7603,camargue,1
7604,sclied,1
7605,semi-fresh,1
7606,<em>kalonji</em>,1
7607,pounds—always,1
7608,widthwise,1
7609,fajita-size,1
7610,rid,1
7611,chestnuts</a>,1
7612,ventresca,1
7613,strudel,1
7614,bull,1
7615,olallieberries,1
7616,wontons</strong>:,1
7617,swath,1
7618,maría,1
7619,pepper<br,1
7620,dry-cure</strong>,1
7621,lime</a>,1
7622,"href=""http://pickapeppacom/""",1
7623,bath:</strong>,1
7624,amour,1
7625,mcewan’s,1
7626,triple-crème,1
7627,revealing,1
7628,"href=""http://enwikipediaorg/wiki/emmer"">farro</a>",1
7629,cherries</a>,1
7630,<strong>on,1
7631,mam</em>,1
7632,shortcake-style,1
7633,bend,1
7634,<strong>purple,1
7635,glaze:</em>,1
7636,cukes,1
7637,red-stemmed,1
7638,razor,1
7639,bucks,1
7640,scallions:</strong>,1
7641,soft-baked,1
7642,drizzles,1
7643,basque,1
7644,thickly-sliced,1
7645,<strong>madeleine,1
7646,un-spiced,1
7647,ounce/,1
7648,adjusted,1
7649,shortcake,1
7650,straining,1
7651,noodle-shaped,1
7652,based,1
7653,coldwater,1
7654,gras:</strong>,1
7655,abbotts,1
7656,top-round,1
7657,capn,1
7658,<strong>curry,1
7659,capsicum,1
7660,temptingly,1
7661,<strong>tempura,1
7662,village,1
7663,spoons,1
7664,manishewitz,1
7665,ramps;,1
7666,liverwurst,1
7667,tisane,1
7668,rodenbach,1
7669,seam-free,1
7670,"target=""_blank"">dea",1
7671,yucateca,1
7672,bresaola,1
7673,<strong>fluffy,1
7674,turnips</strong>,1
7675,large-flake,1
7676,<em>mulato,1
7677,professional,1
7678,spine,1
7679,pods&mdash;about,1
7680,small-to-medium,1
7681,cookies;,1
7682,brilliant,1
7683,kashkaval,1
7684,balvenie,1
7685,richer,1
7686,<strong>frittata</strong>,1
7687,well;,1
7688,limeade,1
7689,fourths,1
7690,coulis</strong>,1
7691,anchoves,1
7692,"href=""#paste"">recipe",1
7693,cai</em>,1
7694,mail,1
7695,saikkyo,1
7696,chocolate-beer,1
7697,romain,1
7698,eggs</strong>:,1
7699,ml;,1
7700,apply,1
7701,adovada</a>,1
7702,sauges,1
7703,tatsoi,1
7704,<strong>counterfeit,1
7705,oil;,1
7706,david,1
7707,<strong>tofu</strong>,1
7708,<strong>buttermilk,1
7709,attention:,1
7710,aecht,1
7711,"target=""_blank"">pickapeppa</a>",1
7712,discards,1
7713,horned,1
7714,cage,1
7715,<strong>banh,1
7716,lotus-seed,1
7717,springbank,1
7718,hellmann’s,1
7719,damage,1
7720,"spices""",1
7721,<small><i>*,1
7722,farfel,1
7723,backfat,1
7724,<strong>hp,1
7725,molassas,1
7726,crunch®,1
7727,yufka,1
7728,“stiggins’,1
7729,<em>cake:</em>,1
7730,sauce],1
7731,"cooling""",1
7732,"title=""swiss",1
7733,<em>suprèmes</em>,1
7734,sauce</storng>,1
7735,alternating,1
7736,spruce,1
7737,purple-sprouting,1
7738,<em>pepita,1
7739,pudding;,1
7740,pinon,1
7741,brine;,1
7742,mini-sized,1
7743,egplant,1
7744,heel,1
7745,shooter:</strong>,1
7746,<strong>tinfoil,1
7747,throw,1
7748,pecans:</strong>,1
7749,crock,1
7750,pretzels*,1
7751,breadcrumbs:</small>,1
7752,stock—necks,1
7753,coating;,1
7754,aperol:</strong>,1
7755,butters,1
7756,blachan,1
7757,<li>red,1
7758,sucrée</strong>,1
7759,early,1
7760,maybe,1
7761,sup,1
7762,pistou:,1
7763,lightly-packed,1
7764,rockfish,1
7765,<em>sambal</em>,1
7766,shortcakes:</strong>,1
7767,aware,1
7768,sachet*,1
7769,soft;,1
7770,soggy,1
7771,<strong>ginger-garlic-nut,1
7772,closest,1
7773,iconic,1
7774,appropriate,1
7775,saltpacked,1
7776,chicken</a>,1
7777,lemon-brown,1
7778,mild/medium/hot,1
7779,timesaver:,1
7780,herb-packed,1
7781,<em>brown,1
7782,contain,1
7783,dried],1
7784,schlenkerla,1
7785,pitter,1
7786,chooped,1
7787,raisins:</strong>,1
7788,wlp,1
7789,pelati,1
7790,skinny,1
7791,<i>flour</i>,1
7792,haydari</strong>,1
7793,globby,1
7794,hairs,1
7795,accompaniment</li>,1
7796,lettuce</a>,1
7797,muscadines,1
7798,omelet,1
7799,frosted,1
7800,poularde,1
7801,frémont,1
7802,klondike,1
7803,samoa,1
7804,<strong>ganache,1
7805,cypressa,1
7806,neater-looking,1
7807,butter</li>,1
7808,chill,1
7809,mataraza,1
7810,margarita</strong>:,1
7811,chives;,1
7812,tupperware,1
7813,shoestring,1
7814,ideas</a>,1
7815,states,1
7816,highest,1
7817,nonpeppery,1
7818,packet</strong>,1
7819,medium-bodied,1
7820,buying,1
7821,splits,1
7822,fry-style,1
7823,grandma’s,1
7824,uni,1
7825,capfuls,1
7826,living,1
7827,hiram,1
7828,gelatinous,1
7829,<strong>walnut,1
7830,canolia,1
7831,serve</em>,1
7832,</strong>salad</strong>,1
7833,lustre,1
7834,bntter,1
7835,hsing,1
7836,solution</strong>,1
7837,varies,1
7838,unpeated,1
7839,infusion,1
7840,dunkers,1
7841,frame</p>,1
7842,<strong>shime:</strong>,1
7843,hazelnut-cocoa,1
7844,chex®,1
7845,passed,1
7846,cubeb,1
7847,ive,1
7848,hoppy,1
7849,matchmaker,1
7850,<strong>liquid,1
7851,couverture,1
7852,juice</a>,1
7853,"""oo""",1
7854,oats&mdash;not,1
7855,currants</a>,1
7856,pomodoro</em></strong>,1
7857,capocollo,1
7858,chorizo:</strong>,1
7859,<strong>peppered,1
7860,crêpes,1
7861,<strong>orange-cardamom,1
7862,"href=""",1
7863,noir</em>,1
7864,soda</strong>,1
7865,samphire,1
7866,braulio,1
7867,guanaja,1
7868,blackstrap</a>,1
7869,semi-or,1
7870,melone,1
7871,margarita</strong>,1
7872,unseparated,1
7873,brew:</strong>,1
7874,<strong>texas,1
7875,chip:</strong>,1
7876,kosho</a>,1
7877,qibe</em>,1
7878,company,1
7879,tanginess,1
7880,<strong>ribs,1
7881,minis,1
7882,paneer:</strong>,1
7883,egg-in-a-hat,1
7884,herbs:</strong>,1
7885,raw--whichever,1
7886,minimum,1
7887,griddling,1
7888,toasting:</strong>,1
7889,resealable,1
7890,honshimeji,1
7891,soba-cha,1
7892,itaian,1
7893,gelatin*,1
7894,tamale,1
7895,lebkuchen,1
7896,"class=""caption"">my",1
7897,hummus</a>,1
7898,belly</strong>,1
7899,brisket—any,1
7900,hondashi;,1
7901,florets</strong>,1
7902,ceviche:</strong>,1
7903,score,1
7904,completed,1
7905,adzuki,1
7906,peeled</a>,1
7907,gizzard,1
7908,pre-soaked,1
7909,rods,1
7910,party-size,1
7911,meadium,1
7912,purée</strong>:,1
7913,</strong>repeat,1
7914,bourgogne,1
7915,rigatoncini,1
7916,reaches,1
7917,regan’s,1
7918,pack;,1
7919,giada,1
7920,double-pork-bone,1
7921,needed:,1
7922,pareve,1
7923,castor,1
7924,medium-stalked,1
7925,cherub,1
7926,craem,1
7927,right,1
7928,"href=""#rub"">recipe",1
7929,shrimp-and-crab,1
7930,medallion,1
7931,galette:</strong>,1
7932,pumpkin:</strong>,1
7933,arepas</a>,1
7934,<strong>swiss,1
7935,apfel,1
7936,cookies</i>,1
7937,chopstick,1
7938,"href=""#seasoning"">fried",1
7939,printed,1
7940,rosted,1
7941,<strong>doughnut,1
7942,holds,1
