user,recipe,score,rank
user_2031,296256,5,5
user_2031,296621,5,6
user_2031,80843,5,7
user_2031,268707,5,8
user_2031,300037,5,9
user_2031,241469,5,10
user_5421,205980,5,1
user_5421,295802,5,2
user_5421,300909,5,3
user_5421,sticky-toffee-puddings,5,4
user_5421,296256,5,5
user_5421,296621,5,6
user_5421,80843,5,7
user_5421,268707,5,8
user_5421,300037,5,9
user_5421,241469,5,10
user_8757,205980,5,1
user_8757,295802,5,2
user_8757,300909,5,3
user_8757,sticky-toffee-puddings,5,4
user_8757,296256,5,5
user_8757,296621,5,6
user_8757,80843,5,7
user_8757,268707,5,8
user_8757,300037,5,9
user_8757,241469,5,10
user_2032,205980,5,1
user_2032,295802,5,2
user_2032,300909,5,3
user_2032,sticky-toffee-puddings,5,4
user_2032,296256,5,5
user_2032,296621,5,6
user_2032,80843,5,7
user_2032,268707,5,8
user_2032,300037,5,9
user_2032,241469,5,10
user_5422,205980,5,1
user_5422,295802,5,2
user_5422,300909,5,3
user_5422,sticky-toffee-puddings,5,4
user_5422,296256,5,5
user_5422,296621,5,6
user_5422,80843,5,7
user_5422,268707,5,8
user_5422,300037,5,9
user_5422,241469,5,10
user_8758,205980,5,1
user_8758,295802,5,2
user_8758,300909,5,3
user_8758,sticky-toffee-puddings,5,4
user_8758,296256,5,5
user_8758,296621,5,6
user_8758,80843,5,7
user_8758,268707,5,8
user_8758,300037,5,9
user_8758,241469,5,10
user_2033,205980,5,1
user_2033,295802,5,2
user_2033,300909,5,3
user_2033,sticky-toffee-puddings,5,4
user_2033,296256,5,5
user_2033,296621,5,6
user_2033,80843,5,7
user_2033,268707,5,8
user_2033,300037,5,9
user_2033,241469,5,10
user_5423,205980,5,1
user_5423,295802,5,2
user_5423,300909,5,3
user_5423,sticky-toffee-puddings,5,4
user_5423,296256,5,5
user_5423,296621,5,6
user_5423,80843,5,7
user_5423,268707,5,8
user_5423,300037,5,9
user_5423,241469,5,10
user_2034,205980,5,1
user_2034,295802,5,2
user_2034,300909,5,3
user_2034,sticky-toffee-puddings,5,4
user_2034,296256,5,5
user_2034,296621,5,6
user_2034,80843,5,7
user_2034,268707,5,8
user_2034,300037,5,9
user_2034,241469,5,10
user_8759,205980,5,1
user_8759,295802,5,2
user_8759,300909,5,3
user_8759,sticky-toffee-puddings,5,4
user_8759,296256,5,5
user_8759,296621,5,6
user_8759,80843,5,7
user_8759,268707,5,8
user_8759,300037,5,9
user_8759,241469,5,10
user_2035,205980,5,1
user_2035,295802,5,2
user_2035,300909,5,3
user_2035,sticky-toffee-puddings,5,4
user_2035,296256,5,5
user_2035,296621,5,6
user_2035,80843,5,7
user_2035,268707,5,8
user_2035,300037,5,9
user_2035,241469,5,10
user_5424,205980,5,1
user_5424,295802,5,2
user_5424,300909,5,3
user_5424,sticky-toffee-puddings,5,4
user_5424,296256,5,5
user_5424,296621,5,6
user_5424,80843,5,7
user_5424,268707,5,8
user_5424,300037,5,9
user_5424,241469,5,10
user_2036,205980,5,1
user_2036,295802,5,2
user_2036,300909,5,3
user_2036,sticky-toffee-puddings,5,4
user_2036,296256,5,5
user_2036,296621,5,6
user_2036,80843,5,7
user_2036,268707,5,8
user_2036,300037,5,9
user_2036,241469,5,10
user_8760,205980,5,1
user_8760,295802,5,2
user_8760,300909,5,3
user_8760,sticky-toffee-puddings,5,4
user_8760,296256,5,5
user_8760,296621,5,6
user_8760,80843,5,7
user_8760,268707,5,8
user_8760,300037,5,9
user_8760,241469,5,10
user_5425,205980,5,1
user_5425,295802,5,2
user_5425,300909,5,3
user_5425,sticky-toffee-puddings,5,4
user_5425,296256,5,5
user_5425,296621,5,6
user_5425,80843,5,7
user_5425,268707,5,8
user_5425,300037,5,9
user_5425,241469,5,10
user_2037,205980,5,1
user_2037,295802,5,2
user_2037,300909,5,3
user_2037,sticky-toffee-puddings,5,4
user_2037,296256,5,5
user_2037,296621,5,6
user_2037,80843,5,7
user_2037,268707,5,8
user_2037,300037,5,9
user_2037,241469,5,10
user_8761,205980,5,1
user_8761,295802,5,2
user_8761,300909,5,3
user_8761,sticky-toffee-puddings,5,4
user_8761,296256,5,5
user_8761,296621,5,6
user_8761,80843,5,7
user_8761,268707,5,8
user_8761,300037,5,9
user_8761,241469,5,10
user_5426,205980,5,1
user_5426,295802,5,2
user_5426,300909,5,3
user_5426,sticky-toffee-puddings,5,4
user_5426,296256,5,5
user_5426,296621,5,6
user_5426,80843,5,7
user_5426,268707,5,8
user_5426,300037,5,9
user_5426,241469,5,10
user_8762,205980,5,1
user_8762,295802,5,2
user_8762,300909,5,3
user_8762,sticky-toffee-puddings,5,4
user_8762,296256,5,5
user_8762,296621,5,6
user_8762,80843,5,7
user_8762,268707,5,8
user_8762,300037,5,9
user_8762,241469,5,10
user_2038,205980,5,1
user_2038,295802,5,2
user_2038,300909,5,3
user_2038,sticky-toffee-puddings,5,4
user_2038,296256,5,5
user_2038,296621,5,6
user_2038,80843,5,7
user_2038,268707,5,8
user_2038,300037,5,9
user_2038,241469,5,10
user_5427,205980,5,1
user_5427,295802,5,2
user_5427,300909,5,3
user_5427,sticky-toffee-puddings,5,4
user_5427,296256,5,5
user_5427,296621,5,6
user_5427,80843,5,7
user_5427,268707,5,8
user_5427,300037,5,9
user_5427,241469,5,10
user_8763,205980,5,1
user_8763,295802,5,2
user_8763,300909,5,3
user_8763,sticky-toffee-puddings,5,4
user_8763,296256,5,5
user_8763,296621,5,6
user_8763,80843,5,7
user_8763,268707,5,8
user_8763,300037,5,9
user_8763,241469,5,10
user_2039,205980,5,1
user_2039,295802,5,2
user_2039,300909,5,3
user_2039,sticky-toffee-puddings,5,4
user_2039,296256,5,5
user_2039,296621,5,6
user_2039,80843,5,7
user_2039,268707,5,8
user_2039,300037,5,9
user_2039,241469,5,10
user_5428,205980,5,1
user_5428,295802,5,2
user_5428,300909,5,3
user_5428,sticky-toffee-puddings,5,4
user_5428,296256,5,5
user_5428,296621,5,6
user_5428,80843,5,7
user_5428,268707,5,8
user_5428,300037,5,9
user_5428,241469,5,10
user_8764,205980,5,1
user_8764,295802,5,2
user_8764,300909,5,3
user_8764,sticky-toffee-puddings,5,4
user_8764,296256,5,5
user_8764,296621,5,6
user_8764,80843,5,7
user_8764,268707,5,8
user_8764,300037,5,9
user_8764,241469,5,10
user_8765,205980,5,1
user_8765,295802,5,2
user_8765,300909,5,3
user_8765,sticky-toffee-puddings,5,4
user_8765,296256,5,5
user_8765,296621,5,6
user_8765,80843,5,7
user_8765,268707,5,8
user_8765,300037,5,9
user_8765,241469,5,10
user_8766,205980,5,1
user_8766,295802,5,2
user_8766,300909,5,3
user_8766,sticky-toffee-puddings,5,4
user_8766,296256,5,5
user_8766,296621,5,6
user_8766,80843,5,7
user_8766,268707,5,8
user_8766,300037,5,9
user_8766,241469,5,10
user_2040,205980,5,1
user_2040,295802,5,2
user_2040,300909,5,3
user_2040,sticky-toffee-puddings,5,4
user_2040,296256,5,5
user_2040,296621,5,6
user_2040,80843,5,7
user_2040,268707,5,8
user_2040,300037,5,9
user_2040,241469,5,10
user_5429,205980,5,1
user_5429,295802,5,2
user_5429,300909,5,3
user_5429,sticky-toffee-puddings,5,4
user_5429,296256,5,5
user_5429,296621,5,6
user_5429,80843,5,7
user_5429,268707,5,8
user_5429,300037,5,9
user_5429,241469,5,10
user_8767,205980,5,1
user_8767,295802,5,2
user_8767,300909,5,3
user_8767,sticky-toffee-puddings,5,4
user_8767,296256,5,5
user_8767,296621,5,6
user_8767,80843,5,7
user_8767,268707,5,8
user_8767,300037,5,9
user_8767,241469,5,10
user_2041,205980,5,1
user_2041,295802,5,2
user_2041,300909,5,3
user_2041,sticky-toffee-puddings,5,4
user_2041,296256,5,5
user_2041,296621,5,6
user_2041,80843,5,7
user_2041,268707,5,8
user_2041,300037,5,9
user_2041,241469,5,10
user_5430,205980,5,1
user_5430,295802,5,2
user_5430,300909,5,3
user_5430,sticky-toffee-puddings,5,4
user_5430,296256,5,5
user_5430,296621,5,6
user_5430,80843,5,7
user_5430,268707,5,8
user_5430,300037,5,9
user_5430,241469,5,10
user_2042,205980,5,1
user_2042,295802,5,2
user_2042,300909,5,3
user_2042,sticky-toffee-puddings,5,4
user_2042,296256,5,5
user_2042,296621,5,6
user_2042,80843,5,7
user_2042,268707,5,8
user_2042,300037,5,9
user_2042,241469,5,10
user_8768,205980,5,1
user_8768,295802,5,2
user_8768,300909,5,3
user_8768,sticky-toffee-puddings,5,4
user_8768,296256,5,5
user_8768,296621,5,6
user_8768,80843,5,7
user_8768,268707,5,8
user_8768,300037,5,9
user_8768,241469,5,10
user_5431,205980,5,1
user_5431,295802,5,2
user_5431,300909,5,3
user_5431,sticky-toffee-puddings,5,4
user_5431,296256,5,5
user_5431,296621,5,6
user_5431,80843,5,7
user_5431,268707,5,8
user_5431,300037,5,9
user_5431,241469,5,10
user_2043,205980,5,1
user_2043,295802,5,2
user_2043,300909,5,3
user_2043,sticky-toffee-puddings,5,4
user_2043,296256,5,5
user_2043,296621,5,6
user_2043,80843,5,7
user_2043,268707,5,8
user_2043,300037,5,9
user_2043,241469,5,10
user_5432,205980,5,1
user_5432,295802,5,2
user_5432,300909,5,3
user_5432,sticky-toffee-puddings,5,4
user_5432,296256,5,5
user_5432,296621,5,6
user_5432,80843,5,7
user_5432,268707,5,8
user_5432,300037,5,9
user_5432,241469,5,10
user_8769,205980,5,1
user_8769,295802,5,2
user_8769,300909,5,3
user_8769,sticky-toffee-puddings,5,4
user_8769,296256,5,5
user_8769,296621,5,6
user_8769,80843,5,7
user_8769,268707,5,8
user_8769,300037,5,9
user_8769,241469,5,10
user_2044,205980,5,1
user_2044,295802,5,2
user_2044,300909,5,3
user_2044,sticky-toffee-puddings,5,4
user_2044,296256,5,5
user_2044,296621,5,6
user_2044,80843,5,7
user_2044,268707,5,8
user_2044,300037,5,9
user_2044,241469,5,10
user_5433,205980,5,1
user_5433,295802,5,2
user_5433,300909,5,3
user_5433,sticky-toffee-puddings,5,4
user_5433,296256,5,5
user_5433,296621,5,6
user_5433,80843,5,7
user_5433,268707,5,8
user_5433,300037,5,9
user_5433,241469,5,10
user_8770,205980,5,1
user_8770,295802,5,2
user_8770,300909,5,3
user_8770,sticky-toffee-puddings,5,4
user_8770,296256,5,5
user_8770,296621,5,6
user_8770,80843,5,7
user_8770,268707,5,8
user_8770,300037,5,9
user_8770,241469,5,10
user_2045,205980,5,1
user_2045,295802,5,2
user_2045,300909,5,3
user_2045,sticky-toffee-puddings,5,4
user_2045,296256,5,5
user_2045,296621,5,6
user_2045,80843,5,7
user_2045,268707,5,8
user_2045,300037,5,9
user_2045,241469,5,10
user_8771,205980,5,1
user_8771,295802,5,2
user_8771,300909,5,3
user_8771,sticky-toffee-puddings,5,4
user_8771,296256,5,5
user_8771,296621,5,6
user_8771,80843,5,7
user_8771,268707,5,8
user_8771,300037,5,9
user_8771,241469,5,10
user_2046,205980,5,1
user_2046,295802,5,2
user_2046,300909,5,3
user_2046,sticky-toffee-puddings,5,4
user_2046,296256,5,5
user_2046,296621,5,6
user_2046,80843,5,7
user_2046,268707,5,8
user_2046,300037,5,9
user_2046,241469,5,10
user_5434,205980,5,1
user_5434,295802,5,2
user_5434,300909,5,3
user_5434,sticky-toffee-puddings,5,4
user_5434,296256,5,5
user_5434,296621,5,6
user_5434,80843,5,7
user_5434,268707,5,8
user_5434,300037,5,9
user_5434,241469,5,10
user_2047,205980,5,1
user_2047,295802,5,2
user_2047,300909,5,3
user_2047,sticky-toffee-puddings,5,4
user_2047,296256,5,5
user_2047,296621,5,6
user_2047,80843,5,7
user_2047,268707,5,8
user_2047,300037,5,9
user_2047,241469,5,10
user_8772,205980,5,1
user_8772,295802,5,2
user_8772,300909,5,3
user_8772,sticky-toffee-puddings,5,4
user_8772,296256,5,5
user_8772,296621,5,6
user_8772,80843,5,7
user_8772,268707,5,8
user_8772,300037,5,9
user_8772,241469,5,10
user_5435,205980,5,1
user_5435,295802,5,2
user_5435,300909,5,3
user_5435,sticky-toffee-puddings,5,4
user_5435,296256,5,5
user_5435,296621,5,6
user_5435,80843,5,7
user_5435,268707,5,8
user_5435,300037,5,9
user_5435,241469,5,10
user_2048,205980,5,1
user_2048,295802,5,2
user_2048,300909,5,3
user_2048,sticky-toffee-puddings,5,4
user_2048,296256,5,5
user_2048,296621,5,6
user_2048,80843,5,7
user_2048,268707,5,8
user_2048,300037,5,9
user_2048,241469,5,10
user_8773,205980,5,1
user_8773,295802,5,2
user_8773,300909,5,3
user_8773,sticky-toffee-puddings,5,4
user_8773,296256,5,5
user_8773,296621,5,6
user_8773,80843,5,7
user_8773,268707,5,8
user_8773,300037,5,9
user_8773,241469,5,10
user_5436,205980,5,1
user_5436,295802,5,2
user_5436,300909,5,3
user_5436,sticky-toffee-puddings,5,4
user_5436,296256,5,5
user_5436,296621,5,6
user_5436,80843,5,7
user_5436,268707,5,8
user_5436,300037,5,9
user_5436,241469,5,10
user_2049,205980,5,1
user_2049,295802,5,2
user_2049,300909,5,3
user_2049,sticky-toffee-puddings,5,4
user_2049,296256,5,5
user_2049,296621,5,6
user_2049,80843,5,7
user_2049,268707,5,8
user_2049,300037,5,9
user_2049,241469,5,10
user_8774,205980,5,1
user_8774,295802,5,2
user_8774,300909,5,3
user_8774,sticky-toffee-puddings,5,4
user_8774,296256,5,5
user_8774,296621,5,6
user_8774,80843,5,7
user_8774,268707,5,8
user_8774,300037,5,9
user_8774,241469,5,10
user_2050,205980,5,1
user_2050,295802,5,2
user_2050,300909,5,3
user_2050,sticky-toffee-puddings,5,4
user_2050,296256,5,5
user_2050,296621,5,6
user_2050,80843,5,7
user_2050,268707,5,8
user_2050,300037,5,9
user_2050,241469,5,10
user_5437,205980,5,1
user_5437,295802,5,2
user_5437,300909,5,3
user_5437,sticky-toffee-puddings,5,4
user_5437,296256,5,5
user_5437,296621,5,6
user_5437,80843,5,7
user_5437,268707,5,8
user_5437,300037,5,9
user_5437,241469,5,10
user_2051,205980,5,1
user_2051,295802,5,2
user_2051,300909,5,3
user_2051,sticky-toffee-puddings,5,4
user_2051,296256,5,5
user_2051,296621,5,6
user_2051,80843,5,7
user_2051,268707,5,8
user_2051,300037,5,9
user_2051,241469,5,10
user_8775,205980,5,1
user_8775,295802,5,2
user_8775,300909,5,3
user_8775,sticky-toffee-puddings,5,4
user_8775,296256,5,5
user_8775,296621,5,6
user_8775,80843,5,7
user_8775,268707,5,8
user_8775,300037,5,9
user_8775,241469,5,10
user_2052,205980,5,1
user_2052,295802,5,2
user_2052,300909,5,3
user_2052,sticky-toffee-puddings,5,4
user_2052,296256,5,5
user_2052,296621,5,6
user_2052,80843,5,7
user_2052,268707,5,8
user_2052,300037,5,9
user_2052,241469,5,10
user_5438,205980,5,1
user_5438,295802,5,2
user_5438,300909,5,3
user_5438,sticky-toffee-puddings,5,4
user_5438,296256,5,5
user_5438,296621,5,6
user_5438,80843,5,7
user_5438,268707,5,8
user_5438,300037,5,9
user_5438,241469,5,10
user_8776,205980,5,1
user_8776,295802,5,2
user_8776,300909,5,3
user_8776,sticky-toffee-puddings,5,4
user_8776,296256,5,5
user_8776,296621,5,6
user_8776,80843,5,7
user_8776,268707,5,8
user_8776,300037,5,9
user_8776,241469,5,10
user_2053,205980,5,1
user_2053,295802,5,2
user_2053,300909,5,3
user_2053,sticky-toffee-puddings,5,4
user_2053,296256,5,5
user_2053,296621,5,6
user_2053,80843,5,7
user_2053,268707,5,8
user_2053,300037,5,9
user_2053,241469,5,10
user_5439,205980,5,1
user_5439,295802,5,2
user_5439,300909,5,3
user_5439,sticky-toffee-puddings,5,4
user_5439,296256,5,5
user_5439,296621,5,6
user_5439,80843,5,7
user_5439,268707,5,8
user_5439,300037,5,9
user_5439,241469,5,10
user_2054,205980,5,1
user_2054,295802,5,2
user_2054,300909,5,3
user_2054,sticky-toffee-puddings,5,4
user_2054,296256,5,5
user_2054,296621,5,6
user_2054,80843,5,7
user_2054,268707,5,8
user_2054,300037,5,9
user_2054,241469,5,10
user_5440,205980,5,1
user_5440,295802,5,2
user_5440,300909,5,3
user_5440,sticky-toffee-puddings,5,4
user_5440,296256,5,5
user_5440,296621,5,6
user_5440,80843,5,7
user_5440,268707,5,8
user_5440,300037,5,9
user_5440,241469,5,10
user_2055,205980,5,1
user_2055,295802,5,2
user_2055,300909,5,3
user_2055,sticky-toffee-puddings,5,4
user_2055,296256,5,5
user_2055,296621,5,6
user_2055,80843,5,7
user_2055,268707,5,8
user_2055,300037,5,9
user_2055,241469,5,10
user_5441,205980,5,1
user_5441,295802,5,2
user_5441,300909,5,3
user_5441,sticky-toffee-puddings,5,4
user_5441,296256,5,5
user_5441,296621,5,6
user_5441,80843,5,7
user_5441,268707,5,8
user_5441,300037,5,9
user_5441,241469,5,10
user_8777,205980,5,1
user_8777,295802,5,2
user_8777,300909,5,3
user_8777,sticky-toffee-puddings,5,4
user_8777,296256,5,5
user_8777,296621,5,6
user_8777,80843,5,7
user_8777,268707,5,8
user_8777,300037,5,9
user_8777,241469,5,10
user_5442,205980,5,1
user_5442,295802,5,2
user_5442,300909,5,3
user_5442,sticky-toffee-puddings,5,4
user_5442,296256,5,5
user_5442,296621,5,6
user_5442,80843,5,7
user_5442,268707,5,8
user_5442,300037,5,9
user_5442,241469,5,10
user_8778,205980,5,1
user_8778,295802,5,2
user_8778,300909,5,3
user_8778,sticky-toffee-puddings,5,4
user_8778,296256,5,5
user_8778,296621,5,6
user_8778,80843,5,7
user_8778,268707,5,8
user_8778,300037,5,9
user_8778,241469,5,10
user_2056,205980,5,1
user_2056,295802,5,2
user_2056,300909,5,3
user_2056,sticky-toffee-puddings,5,4
user_2056,296256,5,5
user_2056,296621,5,6
user_2056,80843,5,7
user_2056,268707,5,8
user_2056,300037,5,9
user_2056,241469,5,10
user_8779,205980,5,1
user_8779,295802,5,2
user_8779,300909,5,3
user_8779,sticky-toffee-puddings,5,4
user_8779,296256,5,5
user_8779,296621,5,6
user_8779,80843,5,7
user_8779,268707,5,8
user_8779,300037,5,9
user_8779,241469,5,10
user_5443,205980,5,1
user_5443,295802,5,2
user_5443,300909,5,3
user_5443,sticky-toffee-puddings,5,4
user_5443,296256,5,5
user_5443,296621,5,6
user_5443,80843,5,7
user_5443,268707,5,8
user_5443,300037,5,9
user_5443,241469,5,10
user_2057,205980,5,1
user_2057,295802,5,2
user_2057,300909,5,3
user_2057,sticky-toffee-puddings,5,4
user_2057,296256,5,5
user_2057,296621,5,6
user_2057,80843,5,7
user_2057,268707,5,8
user_2057,300037,5,9
user_2057,241469,5,10
user_8780,205980,5,1
user_8780,295802,5,2
user_8780,300909,5,3
user_8780,sticky-toffee-puddings,5,4
user_8780,296256,5,5
user_8780,296621,5,6
user_8780,80843,5,7
user_8780,268707,5,8
user_8780,300037,5,9
user_8780,241469,5,10
user_8781,205980,5,1
user_8781,295802,5,2
user_8781,300909,5,3
user_8781,sticky-toffee-puddings,5,4
user_8781,296256,5,5
user_8781,296621,5,6
user_8781,80843,5,7
user_8781,268707,5,8
user_8781,300037,5,9
user_8781,241469,5,10
user_2058,205980,5,1
user_2058,295802,5,2
user_2058,300909,5,3
user_2058,sticky-toffee-puddings,5,4
user_2058,296256,5,5
user_2058,296621,5,6
user_2058,80843,5,7
user_2058,268707,5,8
user_2058,300037,5,9
user_2058,241469,5,10
user_5444,205980,5,1
user_5444,295802,5,2
user_5444,300909,5,3
user_5444,sticky-toffee-puddings,5,4
user_5444,296256,5,5
user_5444,296621,5,6
user_5444,80843,5,7
user_5444,268707,5,8
user_5444,300037,5,9
user_5444,241469,5,10
user_2059,205980,5,1
user_2059,295802,5,2
user_2059,300909,5,3
user_2059,sticky-toffee-puddings,5,4
user_2059,296256,5,5
user_2059,296621,5,6
user_2059,80843,5,7
user_2059,268707,5,8
user_2059,300037,5,9
user_2059,241469,5,10
user_8782,205980,5,1
user_8782,295802,5,2
user_8782,300909,5,3
user_8782,sticky-toffee-puddings,5,4
user_8782,296256,5,5
user_8782,296621,5,6
user_8782,80843,5,7
user_8782,268707,5,8
user_8782,300037,5,9
user_8782,241469,5,10
user_5445,205980,5,1
user_5445,295802,5,2
user_5445,300909,5,3
user_5445,sticky-toffee-puddings,5,4
user_5445,296256,5,5
user_5445,296621,5,6
user_5445,80843,5,7
user_5445,268707,5,8
user_5445,300037,5,9
user_5445,241469,5,10
user_8783,205980,5,1
user_8783,295802,5,2
user_8783,300909,5,3
user_8783,sticky-toffee-puddings,5,4
user_8783,296256,5,5
user_8783,296621,5,6
user_8783,80843,5,7
user_8783,268707,5,8
user_8783,300037,5,9
user_8783,241469,5,10
user_2060,205980,5,1
user_2060,295802,5,2
user_2060,300909,5,3
user_2060,sticky-toffee-puddings,5,4
user_2060,296256,5,5
user_2060,296621,5,6
user_2060,80843,5,7
user_2060,268707,5,8
user_2060,300037,5,9
user_2060,241469,5,10
user_8784,205980,5,1
user_8784,295802,5,2
user_8784,300909,5,3
user_8784,sticky-toffee-puddings,5,4
user_8784,296256,5,5
user_8784,296621,5,6
user_8784,80843,5,7
user_8784,268707,5,8
user_8784,300037,5,9
user_8784,241469,5,10
user_5446,205980,5,1
user_5446,295802,5,2
user_5446,300909,5,3
user_5446,sticky-toffee-puddings,5,4
user_5446,296256,5,5
user_5446,296621,5,6
user_5446,80843,5,7
user_5446,268707,5,8
user_5446,300037,5,9
user_5446,241469,5,10
user_2061,205980,5,1
user_2061,295802,5,2
user_2061,300909,5,3
user_2061,sticky-toffee-puddings,5,4
user_2061,296256,5,5
user_2061,296621,5,6
user_2061,80843,5,7
user_2061,268707,5,8
user_2061,300037,5,9
user_2061,241469,5,10
user_2062,205980,5,1
user_2062,295802,5,2
user_2062,300909,5,3
user_2062,sticky-toffee-puddings,5,4
user_2062,296256,5,5
user_2062,296621,5,6
user_2062,80843,5,7
user_2062,268707,5,8
user_2062,300037,5,9
user_2062,241469,5,10
user_8785,205980,5,1
user_8785,295802,5,2
user_8785,300909,5,3
user_8785,sticky-toffee-puddings,5,4
user_8785,296256,5,5
user_8785,296621,5,6
user_8785,80843,5,7
user_8785,268707,5,8
user_8785,300037,5,9
user_8785,241469,5,10
user_5447,205980,5,1
user_5447,295802,5,2
user_5447,300909,5,3
user_5447,sticky-toffee-puddings,5,4
user_5447,296256,5,5
user_5447,296621,5,6
user_5447,80843,5,7
user_5447,268707,5,8
user_5447,300037,5,9
user_5447,241469,5,10
user_2063,205980,5,1
user_2063,295802,5,2
user_2063,300909,5,3
user_2063,sticky-toffee-puddings,5,4
user_2063,296256,5,5
user_2063,296621,5,6
user_2063,80843,5,7
user_2063,268707,5,8
user_2063,300037,5,9
user_2063,241469,5,10
user_8786,205980,5,1
user_8786,295802,5,2
user_8786,300909,5,3
user_8786,sticky-toffee-puddings,5,4
user_8786,296256,5,5
user_8786,296621,5,6
user_8786,80843,5,7
user_8786,268707,5,8
user_8786,300037,5,9
user_8786,241469,5,10
user_5448,205980,5,1
user_5448,295802,5,2
user_5448,300909,5,3
user_5448,sticky-toffee-puddings,5,4
user_5448,296256,5,5
user_5448,296621,5,6
user_5448,80843,5,7
user_5448,268707,5,8
user_5448,300037,5,9
user_5448,241469,5,10
user_2064,205980,5,1
user_2064,295802,5,2
user_2064,300909,5,3
user_2064,sticky-toffee-puddings,5,4
user_2064,296256,5,5
user_2064,296621,5,6
user_2064,80843,5,7
user_2064,268707,5,8
user_2064,300037,5,9
user_2064,241469,5,10
user_2065,205980,5,1
user_2065,295802,5,2
user_2065,300909,5,3
user_2065,sticky-toffee-puddings,5,4
user_2065,296256,5,5
user_2065,296621,5,6
user_2065,80843,5,7
user_2065,268707,5,8
user_2065,300037,5,9
user_2065,241469,5,10
user_8787,205980,5,1
user_8787,295802,5,2
user_8787,300909,5,3
user_8787,sticky-toffee-puddings,5,4
user_8787,296256,5,5
user_8787,296621,5,6
user_8787,80843,5,7
user_8787,268707,5,8
user_8787,300037,5,9
user_8787,241469,5,10
user_5449,205980,5,1
user_5449,295802,5,2
user_5449,300909,5,3
user_5449,sticky-toffee-puddings,5,4
user_5449,296256,5,5
user_5449,296621,5,6
user_5449,80843,5,7
user_5449,268707,5,8
user_5449,300037,5,9
user_5449,241469,5,10
user_8788,205980,5,1
user_8788,295802,5,2
user_8788,300909,5,3
user_8788,sticky-toffee-puddings,5,4
user_8788,296256,5,5
user_8788,296621,5,6
user_8788,80843,5,7
user_8788,268707,5,8
user_8788,300037,5,9
user_8788,241469,5,10
user_2066,205980,5,1
user_2066,295802,5,2
user_2066,300909,5,3
user_2066,sticky-toffee-puddings,5,4
user_2066,296256,5,5
user_2066,296621,5,6
user_2066,80843,5,7
user_2066,268707,5,8
user_2066,300037,5,9
user_2066,241469,5,10
user_2067,205980,5,1
user_2067,295802,5,2
user_2067,300909,5,3
user_2067,sticky-toffee-puddings,5,4
user_2067,296256,5,5
user_2067,296621,5,6
user_2067,80843,5,7
user_2067,268707,5,8
user_2067,300037,5,9
user_2067,241469,5,10
user_5450,205980,5,1
user_5450,295802,5,2
user_5450,300909,5,3
user_5450,sticky-toffee-puddings,5,4
user_5450,296256,5,5
user_5450,296621,5,6
user_5450,80843,5,7
user_5450,268707,5,8
user_5450,300037,5,9
user_5450,241469,5,10
user_8789,205980,5,1
user_8789,295802,5,2
user_8789,300909,5,3
user_8789,sticky-toffee-puddings,5,4
user_8789,296256,5,5
user_8789,296621,5,6
user_8789,80843,5,7
user_8789,268707,5,8
user_8789,300037,5,9
user_8789,241469,5,10
user_5451,205980,5,1
user_5451,295802,5,2
user_5451,300909,5,3
user_5451,sticky-toffee-puddings,5,4
user_5451,296256,5,5
user_5451,296621,5,6
user_5451,80843,5,7
user_5451,268707,5,8
user_5451,300037,5,9
user_5451,241469,5,10
user_2068,205980,5,1
user_2068,295802,5,2
user_2068,300909,5,3
user_2068,sticky-toffee-puddings,5,4
user_2068,296256,5,5
user_2068,296621,5,6
user_2068,80843,5,7
user_2068,268707,5,8
user_2068,300037,5,9
user_2068,241469,5,10
user_8790,205980,5,1
user_8790,295802,5,2
user_8790,300909,5,3
user_8790,sticky-toffee-puddings,5,4
user_8790,296256,5,5
user_8790,296621,5,6
user_8790,80843,5,7
user_8790,268707,5,8
user_8790,300037,5,9
user_8790,241469,5,10
user_2069,205980,5,1
user_2069,295802,5,2
user_2069,300909,5,3
user_2069,sticky-toffee-puddings,5,4
user_2069,296256,5,5
user_2069,296621,5,6
user_2069,80843,5,7
user_2069,268707,5,8
user_2069,300037,5,9
user_2069,241469,5,10
user_5452,205980,5,1
user_5452,295802,5,2
user_5452,300909,5,3
user_5452,sticky-toffee-puddings,5,4
user_5452,296256,5,5
user_5452,296621,5,6
user_5452,80843,5,7
user_5452,268707,5,8
user_5452,300037,5,9
user_5452,241469,5,10
user_2070,205980,5,1
user_2070,295802,5,2
user_2070,300909,5,3
user_2070,sticky-toffee-puddings,5,4
user_2070,296256,5,5
user_2070,296621,5,6
user_2070,80843,5,7
user_2070,268707,5,8
user_2070,300037,5,9
user_2070,241469,5,10
user_8791,205980,5,1
user_8791,295802,5,2
user_8791,300909,5,3
user_8791,sticky-toffee-puddings,5,4
user_8791,296256,5,5
user_8791,296621,5,6
user_8791,80843,5,7
user_8791,268707,5,8
user_8791,300037,5,9
user_8791,241469,5,10
user_5453,205980,5,1
user_5453,295802,5,2
user_5453,300909,5,3
user_5453,sticky-toffee-puddings,5,4
user_5453,296256,5,5
user_5453,296621,5,6
user_5453,80843,5,7
user_5453,268707,5,8
user_5453,300037,5,9
user_5453,241469,5,10
user_8792,205980,5,1
user_8792,295802,5,2
user_8792,300909,5,3
user_8792,sticky-toffee-puddings,5,4
user_8792,296256,5,5
user_8792,296621,5,6
user_8792,80843,5,7
user_8792,268707,5,8
