id,ingredient
pecan-pie,"Flour, for rolling out"
pecan-pie,300g Asda Pecans
pecan-pie,3 large free-range eggs
pecan-pie,100g light soft brown sugar
pecan-pie,150g golden syrup
pecan-pie,4 tbsp maple syrup
pecan-pie,"50g butter, melted"
pecan-pie,"1 level tsp cornflour, mixed with 2tsp cold water"
peperoni-rossi-arrostiti-roasted-red-peppers,4 red peppers
peperoni-rossi-arrostiti-roasted-red-peppers,"12 baby plum tomatoes (or cherry tomatoes), halved"
peperoni-rossi-arrostiti-roasted-red-peppers,"2 tbsp small capers in vinegar, drained"
peperoni-rossi-arrostiti-roasted-red-peppers,"1 clove garlic, sliced"
peperoni-rossi-arrostiti-roasted-red-peppers,"8 anchovy fillets in olive oil, drained"
peperoni-rossi-arrostiti-roasted-red-peppers,8 fresh basil leaves
peperoni-rossi-arrostiti-roasted-red-peppers,50ml extra virgin olive oil
pepper-and-chorizo-salad,1tbsp olive oil
pepper-and-chorizo-salad,"100g Asda Chorizo Sausage, cut into 1⁄2cm slices"
pepper-and-chorizo-salad,"1 large red pepper, roughly chopped"
pepper-and-chorizo-salad,"1 large carrot, peeled and diced"
pepper-and-chorizo-salad,"1 clove garlic, peeled and crushed"
pepper-and-chorizo-salad,"1 red onion, sliced"
pepper-and-chorizo-salad,100g sliced curly kale
pepper-and-chorizo-salad,"400g can green lentils, drained"
pepper-and-chorizo-salad,1tbsp chopped parsley
pepper-and-chorizo-salad,1tsp wine vinegar
perfect-fish-pie,1/2 x 200g pack Asda Frozen Scallops
perfect-fish-pie,"100ml milk, plus 1 tbsp"
perfect-fish-pie,1 level tsp cornflour
perfect-fish-pie,150g Asda Frozen North Atlantic Prawns
perfect-fish-pie,150g Asda Frozen Sliced Mushrooms
perfect-fish-pie,15g butter
perfect-fish-pie,560g pack frozen Young's Cod Steak in Butter Sauce
perfect-fish-pie,175g frozen peas
perfect-fish-pie,650g Asda Frozen Mash
perfect-fish-pie,"50g Cheddar, grated"
perfect-fish-pie,"320g green beans, to serve"
perfect-poached-salmon-with-instant-hollandaise-sauce,500g salmon fillets
perfect-poached-salmon-with-instant-hollandaise-sauce,1 lemon
perfect-poached-salmon-with-instant-hollandaise-sauce,2 star anise
perfect-poached-salmon-with-instant-hollandaise-sauce,A few sprigs of dill
perfect-poached-salmon-with-instant-hollandaise-sauce,A few sprigs of parsley
perfect-poached-salmon-with-instant-hollandaise-sauce,1 tsp peppercorns
perfect-poached-salmon-with-instant-hollandaise-sauce,2 egg yolks
perfect-poached-salmon-with-instant-hollandaise-sauce,1 tsp white wine vinegar
perfect-poached-salmon-with-instant-hollandaise-sauce,125g butter
perfect-potato-salad,5 tbsp olive oil
perfect-potato-salad,2 tbsp white wine vinegar
perfect-potato-salad,1 tsp Dijon mustard
perfect-potato-salad,1 tsp clear honey
perfect-potato-salad,500g new potatoes
perfect-potato-salad,"4 spring onions, chopped"
perfect-roast-potatoes,"1.5 kg potatoes (peeled weight), Maris Piper, King Edward or Desiree are the best"
perfect-roast-potatoes,1 level tsp cornflour
perfect-roast-potatoes,6 tbsp goose fat or sunflower oil
perfectly-peachy-italian-salad,6 tbsp balsamic vinegar
perfectly-peachy-italian-salad,1 tbsp clear honey
perfectly-peachy-italian-salad,"2 large, ripe peaches, halved and stoned"
perfectly-peachy-italian-salad,"15g butter, melted"
perfectly-peachy-italian-salad,"125g pack light mozzarella, drained and cut into 4"
perfectly-peachy-italian-salad,"2 slices Chosen by you Prosciutto, cut into halves"
perfectly-peachy-italian-salad,"Sprigs of basil, to garnish"
peri-peri-marinade,"2 red chillies, de-seeded and chopped"
peri-peri-marinade,2 tsp crushed dried chillies
peri-peri-marinade,"2 red peppers, de-seeded and chopped"
peri-peri-marinade,4 tbsp lemon juice
peri-peri-marinade,6 tsp paprika
peri-peri-marinade,2 tbsp oregano
peri-peri-marinade,2 tsp crushed dried chillies
peri-peri-marinade,150ml groundnut oil
peri-peri-marinade,"3 cloves garlic, crushed"
peri-peri-marinade,4 tbsp malt vinegar
peri-peri-marinade,"1/2 lemon, roughly chopped and seeds removed"
persian-love-cake,"2tbsp milk, slightly warmed"
persian-love-cake,A few strands of saffron
persian-love-cake,150g plain flour
persian-love-cake,1tsp baking powder
persian-love-cake,150g ground almonds
persian-love-cake,2tbsp rosewater
persian-love-cake,1tsp nutmeg
persian-love-cake,"50g pistachios, chopped, plus extra to decorate"
persian-love-cake,Zest of 2 oranges
persian-love-cake,6 eggs
persian-love-cake,200g golden caster sugar
persian-love-cake,225ml Chosen by you Greek Style Natural Yogurt
persian-love-cake,"Rose, petals and leaves, for decoration*"
persian-love-cake,"Icing sugar, to dust"
pesto-crushed-chicken,613g pack Asda Butcher's Selection Chicken Breast Fillets
pesto-crushed-chicken,"130g pot Asda Basil Pesto (chilled), or use pesto from a jar"
pesto-crushed-chicken,75g fresh breadcrumbs
pesto-crushed-chicken,"500g pack Asda Mediterranean Vegetables with Cherry Tomatoes (frozen), cooked as packed instructions, and new potatoes with parsley, to serve"
piccalilli,"500g cauliflower (trimmed weight), cut into small florets"
piccalilli,"400g courgettes, diced"
piccalilli,"300g green beans, trimmed and cut into quarters"
piccalilli,"300g shallots, halved or quartered"
piccalilli,"1 cucumber, diced"
piccalilli,150g salt
piccalilli,2 level tsp mustard powder
piccalilli,2 level tsp ground ginger
piccalilli,"2 garlic cloves, crushed"
piccalilli,1 litre distilled malt vinegar
piccalilli,2 level tsp ground coriander
piccalilli,2 level tsp ground cumin
piccalilli,4 level tsp ground turmeric
piccalilli,25g cornflour
pickled-strawberries-recipe,50g sugar
pickled-strawberries-recipe,100ml cider vinegar
pickled-strawberries-recipe,10 peppercorns
pickled-strawberries-recipe,1 bay leaf
pickled-strawberries-recipe,"1 red chilli, sliced"
pickled-strawberries-recipe,"200g Grower’s Selection Strawberries, hulled"
pickled-strawberries-recipe,1 small sprig rosemary
picnic-pie,400g plain flour
picnic-pie,"100g unsalted butter, diced"
picnic-pie,100g lard 
picnic-pie,½ x 400g pack Asda Sweet Potato & Butternut Squash
picnic-pie,"1 large red onion, thickly sliced"
picnic-pie,2tbsp rapeseed oil
picnic-pie,1tbsp dried sage
picnic-pie,"300g mushrooms, sliced"
picnic-pie,"1 clove garlic, crushed"
picnic-pie,1tbsp finely chopped parsley
picnic-pie,250g ricotta
picnic-pie,"200g frozen spinach, defrosted and excess moisture squeezed out"
picnic-pie,"20g Parmesan, finely grated "
picnic-pie,¼tsp ground nutmeg
picnic-pie,"3 Melis Roasted Red Peppers, cut open and patted dry "
picnic-pie,"2 cooked chicken breasts, (skin removed), sliced"
picnic-pie,130g Extra Special Thickly Carved Honey Roast Ham
picnic-pie,"1 large egg, beaten"
picnic-sausage-rolls,"500g pack Jus Roll All Butter Puff Pastry, thawed"
picnic-sausage-rolls,"Flour, for rolling out"
picnic-sausage-rolls,454g pack Asda Extra Special Cumberland Sausages
picnic-sausage-rolls,"1 medium free-range egg, beaten"
pico-de-gallo-dip,"3 large ripe tomatoes, quartered, deseeded and cubed"
pico-de-gallo-dip,"1 small red onion, finally chopped"
pico-de-gallo-dip,"1 clove of garlic, crushed"
pico-de-gallo-dip,"½ small bunch of fresh coriander, roughly chopped"
pico-de-gallo-dip,50ml Asda Guajillo & Chipotle Sauce 
pico-de-gallo-dip,juice of 1 lime
pico-de-gallo-dip,1 tbsp olive oil
pico-de-gallo-dip,"100g Asda Tortilla Chips, to serve"
pieclair,75g plain flour
pieclair,Pinch of salt
pieclair,55g butter
pieclair,2 large eggs
pieclair,2 large eggs
pieclair,40g plain flour
pieclair,40g cornflour
pieclair,100g caster sugar
pieclair,1/2 tsp vanilla extract
pieclair,550ml semi-skimmed milk
pieclair,300ml whipping cream
pieclair,50g plain chocolate
pieclair,2 level tsp golden syrup
pike,100g softened unsalted butter
pike,100g caster sugar
pike,2 medium eggs
pike,100g self-raising flour
pike,75g salted butter
pike,150g plain flour
pike,2 level tsp icing sugar
pike,100g raspberry jam
pike,150g raspberries
pike,1 medium egg
pimms-cupcakes,130ml Pimm's 
pimms-cupcakes,140g golden caster sugar 
pimms-cupcakes,"120g unsalted butter, at room temperature  "
pimms-cupcakes,120g self-raising flour
pimms-cupcakes,"1 egg, beaten "
pimms-cupcakes,120ml skimmed milk 
pimms-cupcakes,12 strawberries
pimms-cupcakes,"2 sprigs mint, leaves picked and finely chopped, plus a few to decorate "
pimms-cupcakes,"2cm chunk cucumber, cut into very fine pieces"
pimms-cupcakes,250g icing sugar 
pimms-ice-lollies,"300ml Pimm's, chilled"
pimms-ice-lollies,"850ml diet lemonade, chilled"
pimms-ice-lollies,"1 orange, zested   "
pimms-ice-lollies,"300g strawberries, cut in half "
pimms-ice-lollies,"¼ cucumber, sliced "
pimms-ice-lollies,"2 sprigs mint, leaves picked "
pimms-strawberry-granita,100g granulated sugar
pimms-strawberry-granita,"1/2 orange, zest of"
pimms-strawberry-granita,"1 unwaxed lemon, zest of"
pimms-strawberry-granita,400g fresh strawberries
pimms-strawberry-granita,3 tbsp orange juice
pimms-strawberry-granita,2 tbsp lemon juice
pimms-strawberry-granita,100ml Pimm's No. 1 (or Asda Summer Punch)
pimms-summer-pudding-slice,1 Baker’s Selection All Butter Madeira Cake
pimms-summer-pudding-slice,4 Dr. Oetker Platinum Grade Leaf Gelatine
pimms-summer-pudding-slice,150ml Pimm’s No.1
pimms-summer-pudding-slice,350ml lemonade
pimms-summer-pudding-slice,"200g strawberries, sliced"
pimms-summer-pudding-slice,150g raspberries
pimms-summer-pudding-slice,250g Frozen for Freshness  Summer Fruits
pimms-summer-pudding-slice,75g caster sugar
pimms-summer-pudding-slice,3tbsp lemon juice
pineapple-and-watercress-smoothie,85g pack Grower's Selection Watercress
pineapple-and-watercress-smoothie,"400g very ripe pineapple, peeled and cubed"
pineapple-and-watercress-smoothie,"1cm piece fresh ginger, peeled and finely grated"
pineapple-and-watercress-smoothie,Juice of 1 lime
pineapple-and-watercress-smoothie,400ml coconut water
pineapple-and-watercress-smoothie,4 sprigs watercress
pineapple-meringue-pie,1 level tsp icing sugar
pineapple-meringue-pie,"200g plain flour, plus extra for rolling out"
pineapple-meringue-pie,"125 cold unsalted butter, plus 25g for the filling"
pineapple-meringue-pie,"3 large free range eggs, separated, plus 1 extra yolk"
pineapple-meringue-pie,"450g fresh pineapple, weighed without skin and core"
pineapple-meringue-pie,1/2 unwaxed lemon
pineapple-meringue-pie,2 tbsp lemon juice
pineapple-meringue-pie,25g cornflour
pineapple-meringue-pie,200g caster sugar
pineapple-mess,200g Asda Ready Prepared Pineapple
pineapple-mess,6 Asda Extra Special Mini Meringues
pineapple-mess,100ml whipping cream
pineapple-mess,1 tbsp orange liqueur (optional)
pineapple-rice,400g pack Asda Fresh Tastes Pineapple Chunks
pineapple-rice,500g basmati rice
pineapple-rice,2 tbsp sunflower oil
pineapple-rice,"1 bunch spring onions, trimmed and sliced"
pineapple-rice,2 tbsp Amoy Reduced Salt Soy Sauce
pineapple-with-honey-black-pepper-drizzle,4tbsp Chosen by you Pure Clear Honey
pineapple-with-honey-black-pepper-drizzle,"Zest 1 lime, plus lime wedges and more zest, to serve"
pineapple-with-honey-black-pepper-drizzle,2 x 200g packs Grower’s Selection Pineapple Fingers
pink-lemonade,4 unwaxed lemons
pink-lemonade,"150g raspberries, plus extra to serve"
pink-lemonade,75g caster sugar
pink-lemonade,10g Truvia Calorie-Free Sweetener
pink-lemonade,1.6 litre sparkling water
pink-lemonade,"Ice, to serve"
pink-meringues-with-strawberry-sauce,100g caster sugar
pink-meringues-with-strawberry-sauce,75g icing sugar
pink-meringues-with-strawberry-sauce,3 egg whites
pink-meringues-with-strawberry-sauce,1-2 drops Asda Pink Food Colouring
pink-meringues-with-strawberry-sauce,"250g strawberries, trimmed and sliced"
pink-meringues-with-strawberry-sauce,2 tbsp strawberry conserve
pink-meringues-with-strawberry-sauce,"300ml double cream 
"
pink-pinata-cake,"350g unsalted butter, softened, plus 450g for the icing"
pink-pinata-cake,350g caster sugar
pink-pinata-cake,6 large eggs
pink-pinata-cake,"350g self raising flour, sifted"
pink-pinata-cake,900g icing sugar
pink-pinata-cake,1 tsp vanilla extract
pink-pinata-cake,1 bottle Asda Pink Food Colouring
pink-pinata-cake,1 pack Strawberry Bon Bons
pink-pinata-cake,1 pack red Smarties
pink-pinata-cake,1 pack pink Smarties
pink-pinata-cake,1 pack Tutti Fruttis
pink-pinata-cake,1 pack Jelly Tots (use approximately 350g of sweets in total)
piri-piri-chicken-parcel,1 Chosen by you frozen Chicken Breast Fillet
piri-piri-chicken-parcel,1 tbsp sunflower oil
piri-piri-chicken-parcel,1 level tsp Chosen by you Piri Piri Seasoning
piri-piri-chicken-parcel,"1 baking potato, about 225g"
piri-piri-chicken-parcel,1 level tsp smoked paprika
piri-piri-chicken-parcel,"Salad, to serve"
piri-piri-chicken-parcel,"Chosen by you Light Mayonnaise, to serve"
piri-piri-pork-stir-fry,"2 baking potatoes, cut into wedges"
piri-piri-pork-stir-fry,3 tbsp sunflower oil
piri-piri-pork-stir-fry,"500g pork fillet, trimmed and cut into bite-sized pieces"
piri-piri-pork-stir-fry,"2 carrots, peeled and cut into batons"
piri-piri-pork-stir-fry,"4 spring onions, trimmed and sliced"
piri-piri-pork-stir-fry,"Asda Babycorn, halved lengthways"
piri-piri-pork-stir-fry,"155g pack Asda Mangetout, halved diagonally"
piri-piri-pork-stir-fry,6 tbsp Asda Portuguese Style Piri Piri Sauce
piri-piri-spicy-pork-parcels,100g leftover Butcher's Selection Roast in the Bag Piri Piri Pork Loin Joint
piri-piri-spicy-pork-parcels,1 tbsp sunflower oil
piri-piri-spicy-pork-parcels,8 mushrooms
piri-piri-spicy-pork-parcels,1 onion
piri-piri-spicy-pork-parcels,1 sheet puff pastry
piri-piri-spicy-pork-parcels,1 clove garlic
piri-piri-spicy-pork-parcels,Lemon & pepper salad dressing
piri-piri-spicy-pork-parcels,"Long grain white rice, to serve"
pitta-bread-salad,Finely grated zest of half unwaxed lemon
pitta-bread-salad,2 tbsp lemon juice
pitta-bread-salad,5 tbsp olive oil
pitta-bread-salad,"2 hearts of Romaine Lettuce, shredded"
pitta-bread-salad,"250g vine-ripened cherry tomatoes, halved"
pitta-bread-salad,"4 spring onions, trimmed and sliced"
pitta-bread-salad,"10cm piece cucumber, cut into 1cm pieces"
pitta-bread-salad,2 tbsp chopped flat leaf parsley
pitta-bread-salad,"400g can chickpeas, drained and rinsed"
pitta-bread-salad,"175g halloumi, cut into 2cm slices"
pitta-bread-salad,4 pitta breads
pizza-calzone,2 tsp sunflower oil
pizza-calzone,"Flour, for sprinkling"
pizza-calzone,1⁄2 red pepper
pizza-calzone,1⁄2 small onion
pizza-calzone,290g box Asda Pizza Base Mix
pizza-calzone,190g jar Asda Great Stuff Pasta Sauce with Puréed Vegetables
pizza-calzone,100g mozzarella cheese
pizza-calzone,50g cooked ham
pizza-calzone,"2 rings from a can of Asda Pineapple in Juice, drained"
pizza-calzone,"Green salad, to serve"
pizza-style-whirl-buns,25g butter
pizza-style-whirl-buns,"500g pack Asda Bread Mix Flour, for kneading"
pizza-style-whirl-buns,"Oil, for greasing"
pizza-style-whirl-buns,Third of a 265g jar Asda Tomato & Basil Pizza Topper
pizza-style-whirl-buns,125g Asda Grated Mozzarella & Cheddar Mix
pizza-style-whirl-buns,"75g thick-cut cooked ham, roughly chopped"
pizza-style-whirl-buns,"50g pepperoni, chopped"
pizza-style-whirl-buns,1 red pepper
plaice-fillets-with-mushroom-stuffing,"1 tbsp olive oil, plus extra for greasing"
plaice-fillets-with-mushroom-stuffing,"2 shallots, finely chopped"
plaice-fillets-with-mushroom-stuffing,15g butter
plaice-fillets-with-mushroom-stuffing,"250g chestnut mushrooms, finely chopped"
plaice-fillets-with-mushroom-stuffing,1 tbsp finely chopped thyme leaves
plaice-fillets-with-mushroom-stuffing,1 tbsp finely chopped parsley
plaice-fillets-with-mushroom-stuffing,2 whole plaice (or 8 fillets)
plaice-with-herby-mushroom-stuffing,"1 tbsp olive oil, plus extra for greasing"
plaice-with-herby-mushroom-stuffing,"2 shallots, finely chopped"
plaice-with-herby-mushroom-stuffing,15g butter
plaice-with-herby-mushroom-stuffing,"250g chestnut mushrooms, finely chopped"
plaice-with-herby-mushroom-stuffing,1 tbsp finely chopped fresh thyme (leaves only)
plaice-with-herby-mushroom-stuffing,1 tbsp chopped fresh curly parsley
plaice-with-herby-mushroom-stuffing,3 x 250g packs plaice fillets (or 6 x 125-150g plaice fillets)
plaice-with-herby-mushroom-stuffing,"Roasted new potatoes, to serve"
plaice-with-herby-mushroom-stuffing,"Salad, to serve"
plaice-with-herby-mushroom-stuffing,"Lemon wedges, to serve"
plaice-with-spinach-crab-stuffing,180g bag Asda Baby Spinach
plaice-with-spinach-crab-stuffing,50g butter
plaice-with-spinach-crab-stuffing,"1 clove garlic, crushed"
plaice-with-spinach-crab-stuffing,4 plaice fillets (or 2 x 250g packs of Icelandic plaice fillets)
plaice-with-spinach-crab-stuffing,43g can John West Dressed Crab
plaice-with-spinach-crab-stuffing,200mml white wine
plaice-with-spinach-crab-stuffing,150ml fish stock (or chicken stock) made with one-third stock cube
plaice-with-spinach-crab-stuffing,1 level tbsp cornflour
plaice-with-spinach-crab-stuffing,3 level tbsp crème fraîche
plaice-with-spinach-crab-stuffing,1 tbsp chopped curly parsley
plaice-with-spinach-crab-stuffing,"Tenderstem broccoli, to serve"
plantain-chips-with-spicy-mayo-recipe,"2 Grower’s Selection Plantain, thinly sliced horizontally  "
plantain-chips-with-spicy-mayo-recipe,1tsp rapeseed oil
plantain-chips-with-spicy-mayo-recipe,1tsp cayenne pepper
plantain-chips-with-spicy-mayo-recipe,3tbsp light mayonnaise
plantain-chips-with-spicy-mayo-recipe,1tsp mild curry powder 
plantain-chips-with-spicy-mayo-recipe,Juice ½ lime 
plum-almond-cake,"125g butter, softened, plus extra for greasing"
plum-almond-cake,125g caster sugar
plum-almond-cake,2 large eggs
plum-almond-cake,"125g self-raising flour, sifted"
plum-almond-cake,"1 lemon, finely grated zest of"
plum-almond-cake,50g ground almonds
plum-almond-cake,"5-6 medium-size plums, halved and stoned"
plum-almond-cake,8-10 whole almonds
plum-almond-cake,1 tbsp redcurrant jelly 
plum-almond-flan,500g Asda Ready to Roll Shortcrust Pastry
plum-almond-flan,"Flour, for rolling out"
plum-almond-flan,4 level tbsp Asda Apricot Jam
plum-almond-flan,"125g butter, softened"
plum-almond-flan,125g caster sugar
plum-almond-flan,4 large eggs
plum-almond-flan,Few drops Asda Extra Special Almond Essence
plum-almond-flan,125g ground almonds
plum-almond-flan,25g self-raising flour
plum-almond-flan,"400g plums, halved and stoned"
plum-almond-flan,50g flaked almonds
plum-brandy,500g plums
plum-brandy,175g granulated sugar
plum-brandy,1L bottle brandy
plum-chutney,450g bramley cooking apples (weighed when peeled and cored)
plum-chutney,"450g red onions, chopped"
plum-chutney,"1kg stoned plums, halved"
plum-chutney,450g sultanas
plum-chutney,175g brown sugar
plum-chutney,"1 level tbsp, grated root ginger"
plum-chutney,"1 red chilli, de-seeded and chopped"
plum-chutney,1 rounded tsp ground allspice
plum-chutney,Quarter level tsp ground cloves
plum-chutney,Half tsp dry mustard powder
plum-chutney,Quarter level tsp ground nutmeg
plum-chutney,1 tsp salt
plum-chutney,500ml red wine vinegar
plum-crumble,"550g plums, quartered and stoned"
plum-crumble,4 tbsp apple juice
plum-crumble,1 tbsp granulated sugar
plum-crumble,125g plain flour
plum-crumble,"65g butter, chilled"
plum-crumble,65g caster sugar (or demerara sugar)
plum-crumble,"Custard, to serve"
plum-jam,900g plums
plum-jam,900g preserving sugar (or granulated sugar)
plum-jam,"½ small lemon, juice of
"
plum-meringue-fool,"450g dark skinned plums, halved and stoned"
plum-meringue-fool,50g sugar
plum-meringue-fool,25g redcurrant jelly
plum-meringue-fool,2 tbsp water
plum-meringue-fool,125g Asda lighter mascarpone
plum-meringue-fool,150ml double cream
plum-meringue-fool,2 meringue nests
plum-oat-bars,200g plain flour
plum-oat-bars,175g oats
plum-oat-bars,175g butter
plum-oat-bars,150g brown sugar
plum-oat-bars,50g pecans
plum-oat-bars,3 tbsp pumpkin seeds
plum-oat-bars,3 tbsp sunflower seeds
plum-oat-bars,3 tbsp sesame seeds
plum-oat-bars,2 tbsp clear honey
plum-oat-bars,350g plums
plum-peach-crumble,"350g plums, stoned and sliced"
plum-peach-crumble,"2 peaches, stoned and sliced"
plum-peach-crumble,2 tbsp demerara sugar
plum-peach-crumble,2 tbsp water
plum-peach-crumble,2 tbsp lemon juice
plum-peach-crumble,225g pack Asda Crumble Mix
plum-peach-crumble,"Custard (or cream), to serve"
plum-pie,"150g plain flour, plus extra for rolling out"
plum-pie,"75g butter, chilled and cubed"
plum-pie,1 level tbsp icing sugar
plum-pie,550g plums
plum-pie,50g granulated sugar
plum-pie,1 level tsp cornflour
plum-pie,1/2 tsp ground cinnamon
plum-pie,"Beaten egg, to glaze"
poached-apricots,100g granulated sugar
poached-apricots,200ml clear apple juice
poached-apricots,"Juice and zest 1/2 lemon, pared with a peeler"
poached-apricots,2 cardamom pods
poached-apricots,1 vanilla pod
poached-apricots,"500g apricots, preferably slightly firm"
poached-egg-on-toast-with-asparagus-parcels,16 Extra Special Asparagus Tips
poached-egg-on-toast-with-asparagus-parcels,4 slices Asda Italian Prosciutto
poached-egg-on-toast-with-asparagus-parcels,1tbsp rapeseed oil
poached-egg-on-toast-with-asparagus-parcels,2tsp balsamic vinegar
poached-egg-on-toast-with-asparagus-parcels,4 free-range eggs
poached-egg-on-toast-with-asparagus-parcels,4 slices ciabatta
polenta-with-mushrooms-in-a-creamy-garlic-sauce,25g Merchant Gourmet Porcini Dried Mushrooms
polenta-with-mushrooms-in-a-creamy-garlic-sauce,"250g pack chestnut mushrooms, sliced"
polenta-with-mushrooms-in-a-creamy-garlic-sauce,"2 cloves garlic, crushed"
polenta-with-mushrooms-in-a-creamy-garlic-sauce,2 tsp dried mixed herbs
polenta-with-mushrooms-in-a-creamy-garlic-sauce,50g butter
polenta-with-mushrooms-in-a-creamy-garlic-sauce,2 tbsp brandy (optional)
polenta-with-mushrooms-in-a-creamy-garlic-sauce,6 tbsp crème fraîche
polenta-with-mushrooms-in-a-creamy-garlic-sauce,"750g Italfresco Ready Made Polenta, sliced"
polenta-with-mushrooms-in-a-creamy-garlic-sauce,"2 tbsp chopped parsley, to garnish"
pomegranate-butternut-squash-cauliflower-cous-cous,"1 small butternut squash, peeled, deseeded and chopped"
pomegranate-butternut-squash-cauliflower-cous-cous,"1 red onion, sliced"
pomegranate-butternut-squash-cauliflower-cous-cous,2tsp olive oil
pomegranate-butternut-squash-cauliflower-cous-cous,1 small cauliflower
pomegranate-butternut-squash-cauliflower-cous-cous,25g pomegranate seeds
pomegranate-butternut-squash-cauliflower-cous-cous,"5 sundried tomatoes, chopped"
pomegranate-butternut-squash-cauliflower-cous-cous,"8 dried apricots, chopped"
pomegranate-butternut-squash-cauliflower-cous-cous,2tbsp chopped parsley
pomegranate-butternut-squash-cauliflower-cous-cous,Juice of 1 lime
pomegranate-butternut-squash-cauliflower-cous-cous,Toasted flaked almonds
popcorn-ice-cream,50g Asda toffee popcorn (the one like Butterkist) plus extra for garnish
popcorn-ice-cream,300ml double cream
popcorn-ice-cream,397g tin Asda sweetened condensed milk 
popcorn-ice-cream,1/2 tsp Asda ES Madagascan vanilla extract 
popcorn-ice-cream,toffee sauce to serve (optional)
popcorn-loaded-sticky-toffee-cake,"2tsp sunflower oil, for greasing "
popcorn-loaded-sticky-toffee-cake,75g self-raising flour 
popcorn-loaded-sticky-toffee-cake,75g wholemeal flour
popcorn-loaded-sticky-toffee-cake,1 level tsp baking powder
popcorn-loaded-sticky-toffee-cake,115g Flora Original
popcorn-loaded-sticky-toffee-cake,115g soft dark brown sugar
popcorn-loaded-sticky-toffee-cake,2 medium eggs
popcorn-loaded-sticky-toffee-cake,"Extra Special Salted  Caramel Sauce and Chosen by you Toffee Popcorn,  to decorate"
popcorn-turkey-bites,50g Chosen by you Salted Popcorn
popcorn-turkey-bites,125g day-old bread
popcorn-turkey-bites,2 level tsp paprika
popcorn-turkey-bites,480g pack Butcher’s Selection Turkey Breast Steaks
popcorn-turkey-bites,2 large eggs
popcorn-turkey-bites,3 medium sweet potatoes
popcorn-turkey-bites,1/2 tsp mixed dried herbs
popcorn-turkey-bites,1 tbsp olive oil
popcorn-turkey-bites,"Salad, to serve"
popcorn-turkey-bites,"Ketchup, to serve"
pork-and-potato-hash-with-eggs-and-spinach,"400g Butcher's Selection Whole Pork Fillet, sliced"
pork-and-potato-hash-with-eggs-and-spinach,"3 baking potatoes, skin on, cut into 2cm cubes"
pork-and-potato-hash-with-eggs-and-spinach,1tsp smoked paprika 
pork-and-potato-hash-with-eggs-and-spinach,1tbsp Asda Balsamic Glaze
pork-and-potato-hash-with-eggs-and-spinach,1tbsp tomato purée
pork-and-potato-hash-with-eggs-and-spinach,"4 cloves garlic, skin on, crushed "
pork-and-potato-hash-with-eggs-and-spinach,2tbsp olive oil 
pork-and-potato-hash-with-eggs-and-spinach,180g tender baby spinach
pork-apple-burgers,"1 onion, chopped"
pork-apple-burgers,1tbsp olive oil
pork-apple-burgers,"1 apple, grated"
pork-apple-burgers,500g pork mince
pork-apple-burgers,"1 carrot, grated"
pork-apple-burgers,3tbsp breadcrumbs
pork-apple-burgers,2tbsp Dijon mustard
pork-apple-burgers,1tbsp chopped sage
pork-apple-burgers,"Rolls and salad, to serve"
pork-ball-broth,500g pack Butcher's Selection Reduced Fat Pork Mince
pork-ball-broth,"2 tbsp fresh coriander, finely chopped"
pork-ball-broth,2 tbsp sunflower oil
pork-ball-broth,"5 spring onions, trimmed and chopped"
pork-ball-broth,4 tbsp Chosen by you Green Thai Curry Paste
pork-ball-broth,"800ml chicken stock, made with 1 stock cube"
pork-ball-broth,"½ lime, juice of"
pork-ball-broth,1 tsp sugar
pork-ball-broth,½ x 250g pack Chosen by you Udon Noodles
pork-ball-broth,"155g mangetout, sliced
"
Pork-banh-mi,"3 radishes, finely sliced"
Pork-banh-mi,"1 medium carrot, grated"
Pork-banh-mi,"1 shallot, finely sliced"
Pork-banh-mi,"75g white cabbage, very finely sliced"
Pork-banh-mi,"1 red chilli, finely sliced"
Pork-banh-mi,2tbsp rice vinegar
Pork-banh-mi,2tsp fish sauce
Pork-banh-mi,Juice 1/2 lime
Pork-banh-mi,2tsp caster sugar
Pork-banh-mi,3 x Butcher’s Selection Pork Loin Steaks
Pork-banh-mi,1tbsp sunflower oil
Pork-banh-mi,12 bake at home petits pains
Pork-banh-mi,3tbsp Asda Real Mayonnaise
Pork-banh-mi,100g Extra Special Brussels Pate
Pork-banh-mi,1tbsp chopped coriander
Pork-banh-mi,1tbsp chopped mint
pork-beef-chickpea-meatballs,"400g can chickpeas, drained"
pork-beef-chickpea-meatballs,500g Asda Smartprice Beef & Pork Mince
pork-beef-chickpea-meatballs,1 level tbsp mixed dried herbs
pork-beef-chickpea-meatballs,1 tbsp Dijon mustard
pork-beef-chickpea-meatballs,"1-2 cloves garlic, crushed"
pork-beef-chickpea-meatballs,2 tbsp olive oil
pork-beef-chickpea-meatballs,"1 small red onion, chopped"
pork-beef-chickpea-meatballs,390g carton Asda Chopped Tomatoes with Herbs
pork-beef-chickpea-meatballs,4 tbsp tomato purée
pork-beef-chickpea-meatballs,75ml beef stock
pork-beef-chickpea-meatballs,2 tbsp Asda BBQ Ketchup
pork-beef-chickpea-meatballs,"Cooked spaghetti, to serve"
pork-beef-chickpea-meatballs,"50g Cheddar, grated, to serve"
pork-belly-with-rhubarb-puree,Pork belly joint (approx 900g)
pork-belly-with-rhubarb-puree,1 tsp sunflower oil
